"","BBB-WBO-B21","BBB-WBV-B70","BBO-BBO-B16","BBO-BBY-B27","BBO-WBO-B16","BBO-WBV-B64","BBR-BBB-B50","BBR-BBG-B38","BBR-BBY-B26","BBY-WBG-B42","BPO-BPO-O16","BPR-BPG-O38","BPR-BPR-O02","BPY-BPG-O42","BPY-BPY-O29","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11"
"LOC111127317",198,177,111,87,211,142,80,135,124,44,7,85,14,7,33,153,164,29,6,130,37,53,13,101,73,47,48,47,93,3
"LOC111128784",3,1,29,11,0,1,2,22,10,0,0,2,0,0,2,1,38,4,1,14,1,1,0,14,2,4,1,0,0,0
"LOC111130848",0,1,7,0,74,2,0,0,2,0,0,1,7,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0
"LOC111123891",85,78,41,66,38,71,33,96,113,23,9,44,17,3,31,58,167,21,2,102,24,35,5,143,62,30,20,40,12,3
"LOC111130860",19,233,11,232,2,8,30,239,176,12,3,15,9,23,1,0,7,4,4,3,12,103,3,10,72,9,58,4,179,10
"LOC111111488",0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0
"LOC111130870",34,13,23,0,34,37,5,5,3,7,0,18,1,0,1,1,9,1,0,1,3,0,0,18,0,3,0,0,13,0
"LOC111129292",3,1,0,0,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111123767",0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"LOC111127104",120,90,96,53,119,119,52,87,77,13,8,51,8,2,17,112,111,13,9,91,32,36,4,61,52,42,27,49,58,0
"LOC111100578",32,12,21,16,28,17,20,25,22,8,1,10,3,1,5,21,30,3,1,20,9,6,6,16,6,9,0,2,7,0
"LOC111119653",4,6,5,1,2,8,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,3,0
"LOC111130876",1,0,1,0,5,1,0,3,0,0,1,0,0,0,0,1,0,2,0,6,0,0,2,1,0,1,0,0,0,0
"LOC111130886",187,121,92,51,131,139,48,53,69,45,0,60,3,5,19,69,96,10,13,70,24,28,7,68,39,27,25,28,96,2
"LOC111099410",1,0,1,1,5,3,0,0,3,1,0,0,0,0,0,0,3,0,0,10,0,1,0,0,2,1,0,0,0,0
"LOC111109628",0,3,3,0,2,1,4,0,3,4,0,1,0,0,0,0,6,0,0,12,0,2,0,0,0,0,0,0,1,0
"LOC111137420",187,133,73,90,150,30,79,90,89,25,14,21,14,8,26,88,101,25,10,87,36,19,8,108,68,48,25,26,31,0
"LOC111137407",71,120,35,71,60,86,54,110,107,14,34,16,22,10,34,116,100,26,4,87,22,30,7,71,39,34,37,42,23,3
"LOC111111015",54,47,23,24,57,55,8,36,20,14,2,23,1,1,3,37,21,9,1,31,6,3,2,13,11,19,10,1,43,0
"LOC111101857",9,14,0,1,1,3,0,1,2,2,0,2,1,0,1,1,1,0,0,3,1,0,0,2,0,1,0,0,1,0
"LOC111114229",110,95,56,38,75,94,18,24,56,12,3,60,9,0,14,68,43,6,5,38,18,22,3,41,24,21,20,2,23,0
"LOC111129268",0,3,1,0,2,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0
"LOC111129259",0,0,1,0,0,17,4,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0
"LOC111119081",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,2,1
"LOC111102556",106,88,75,46,71,104,38,90,64,10,4,63,2,2,9,44,90,22,2,45,5,28,6,50,31,24,11,0,22,3
"LOC111120179",0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111100957",331,323,228,114,396,345,103,190,227,81,37,157,30,38,57,314,79,45,10,199,79,78,26,156,116,129,46,7,181,142
"LOC111118371",138,104,66,77,135,112,63,91,88,37,7,75,11,6,15,110,96,12,3,61,25,32,7,68,42,36,24,5,72,2
"LOC111130926",20,21,18,7,61,54,7,14,16,8,1,17,0,0,1,30,11,6,0,39,5,5,0,16,8,8,2,0,21,1
"LOC111130935",184,212,201,119,212,210,97,189,165,49,17,144,23,11,42,177,280,51,9,116,44,55,28,155,87,72,68,9,43,8
"LOC111119534",0,1,0,3,0,0,0,1,0,1,0,0,0,2,0,26,1,1,2,1,0,0,0,1,0,6,2,0,2,0
"LOC111135084",50,85,86,64,74,86,40,80,81,9,5,37,8,4,8,59,84,17,2,49,15,18,3,32,49,27,12,32,27,2
"LOC111123961",215,158,123,80,190,130,66,103,101,23,6,57,5,4,23,117,110,28,4,94,41,40,18,96,64,42,41,5,66,1
"LOC111123914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,2,0,0,0,0,0,0,0,3,0,0,0
"LOC111108835",0,2,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,4,1,5,0,0,0,0
"LOC111109472",74,49,41,17,45,77,22,69,43,9,2,31,0,3,10,41,49,8,2,32,11,12,9,27,11,10,4,1,24,1
"LOC111137060",0,0,1,0,0,1,0,0,21,0,0,0,0,0,2,0,15,1,0,0,0,3,0,0,0,0,0,1,0,0
"LOC111137068",4,3,0,0,2,1,2,7,1,1,3,0,0,0,0,5,0,0,0,1,0,0,0,0,2,6,2,0,7,0
"LOC111134266",3,19,41,14,45,19,12,20,27,23,16,23,20,2,13,53,39,5,1,75,18,1,8,68,12,53,29,3,17,0
"LOC111112803",0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC111132223",0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,1,0,0,0
"LOC111132242",0,1,0,0,0,0,3,0,2,0,1,1,0,0,5,2,0,0,0,8,0,1,0,3,1,0,0,0,0,0
"LOC111132215",118,104,70,55,108,86,37,65,82,8,13,53,10,7,16,71,65,6,4,36,15,24,8,43,23,17,17,3,18,2
"LOC111138488",50,62,55,29,72,56,20,50,53,14,5,41,4,4,6,53,49,9,2,59,17,24,8,43,22,18,14,0,24,1
"LOC111137818",2,6,2,1,4,6,1,3,2,2,1,0,0,0,2,1,0,0,1,1,0,2,0,5,0,3,0,0,7,0
"LOC111126382",317,315,348,153,303,280,159,287,305,64,27,187,18,18,59,343,378,47,23,281,79,96,34,296,163,163,107,10,130,5
"LOC111126441",3,0,8,0,3,0,0,2,0,0,5,0,0,0,0,0,2,0,0,4,4,0,0,1,4,6,2,0,0,0
"LOC111126395",48,63,67,97,37,79,26,80,78,20,2,69,12,3,3,86,73,28,6,51,17,18,12,27,37,7,26,0,16,2
"LOC111126874",68,55,51,32,112,49,34,51,62,18,6,34,5,2,18,69,55,13,3,50,18,14,11,47,38,43,18,4,29,1
"LOC111138441",3,6,0,1,13,4,2,5,1,0,0,0,1,0,0,7,0,0,0,4,0,0,0,3,1,0,0,0,1,0
"LOC111137635",3,15,9,1,0,9,0,4,0,1,0,0,0,0,1,1,3,0,0,4,2,5,0,2,0,0,0,0,1,0
"LOC111137607",3,1,0,1,1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"LOC111137668",7,9,9,0,1,28,6,10,22,2,2,16,4,0,2,1,9,5,0,12,1,4,0,0,8,21,1,3,5,0
"LOC111114550",9,1,2,0,8,45,2,4,2,3,0,0,0,0,0,2,9,1,0,2,4,2,0,1,3,1,1,7,0,0
"LOC111110435",206,131,81,75,157,151,42,118,113,44,5,61,4,3,15,93,77,17,5,76,27,27,5,81,50,43,34,3,87,3
"LOC111101089",1,0,0,1,2,0,2,1,4,0,0,3,0,0,1,0,1,0,0,3,0,3,0,1,0,0,0,0,1,0
"LOC111132155",18,15,20,23,19,10,15,18,48,1,7,13,8,3,7,26,52,8,2,14,17,4,3,29,35,14,5,3,5,24
"LOC111128808",0,1,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0
"LOC111108767",27,20,40,33,43,28,11,19,51,22,6,14,7,0,11,37,63,17,1,40,8,16,7,84,45,32,5,26,15,1
"LOC111131814",115,85,38,22,31,78,26,34,69,32,6,28,6,0,17,88,45,18,6,57,13,11,9,48,29,15,27,4,40,1
"LOC111130762",0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0
"LOC111127446",146,95,69,39,107,108,31,71,62,17,6,43,5,4,11,107,78,20,4,70,23,13,6,45,30,32,18,2,47,2
"LOC111102092",190,156,100,70,173,180,48,109,113,38,9,59,10,7,25,148,110,20,10,112,26,34,9,82,65,55,22,5,58,30
"LOC111115194",1,0,0,1,8,6,1,2,4,1,0,3,0,0,0,3,6,0,0,5,0,0,0,2,2,0,1,0,0,0
"LOC111099502",13,16,30,13,28,16,17,30,23,3,4,17,1,1,13,23,32,4,1,16,2,4,2,44,20,7,6,0,13,1
"LOC111105709",2,4,1,3,16,5,2,3,1,1,0,1,5,1,0,6,3,0,0,4,1,4,0,2,12,5,0,2,0,0
"LOC111101208",1,1,0,0,17,1,0,13,0,0,0,0,0,0,1,0,11,1,0,3,0,0,0,2,0,0,0,0,1,0
"LOC111101449",0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"LOC111125391",76,60,90,43,77,48,35,107,47,23,4,74,14,2,13,54,51,7,2,40,24,19,6,42,22,30,33,0,59,38
"LOC111125430",0,0,0,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111125435",1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0
"LOC111118239",235,193,191,97,239,207,79,163,150,61,18,116,21,15,49,236,244,40,16,171,71,56,27,151,110,85,56,9,120,1
"LOC111135155",58,43,36,25,103,46,38,45,32,20,5,34,4,2,4,72,23,9,6,88,12,13,8,18,20,48,13,2,39,1
"LOC111138286",96,63,42,32,93,107,19,46,36,14,4,32,5,1,16,67,35,12,7,37,17,23,5,42,25,28,13,5,41,1
"LOC111115832",3,0,3,2,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,0
"LOC111125536",58,61,46,36,116,77,47,51,61,17,14,38,7,6,13,58,64,14,4,94,30,22,5,72,41,28,30,2,25,1
"LOC111099029",20,36,29,18,37,27,18,45,33,4,3,26,9,4,21,32,91,18,1,12,21,14,4,70,36,24,4,0,16,0
"LOC111115167",16,19,4,3,0,12,2,12,1,5,1,6,0,0,0,9,11,1,2,11,1,0,4,4,2,1,2,1,17,3
"LOC111114604",1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,2,4,0,0,0,0
"LOC111120595",0,1,2,1,2,0,0,1,0,1,0,1,0,0,0,9,4,0,0,3,0,0,0,3,0,0,1,0,2,0
"LOC111108095",14,1,28,21,9,3,20,26,37,9,2,23,2,0,12,21,38,3,1,40,1,4,1,4,30,8,4,1,7,0
"LOC111107343",4,2,18,7,16,4,7,7,9,2,4,8,1,1,3,13,14,5,1,14,5,3,1,14,8,12,4,1,0,0
"LOC111102428",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"LOC111122131",6,6,3,3,16,7,4,3,3,3,0,3,0,0,0,9,4,0,0,11,1,3,2,8,2,3,1,0,3,0
"LOC111120824",0,1,9,0,7,0,1,4,4,6,0,2,1,1,1,7,11,1,0,0,8,7,1,8,4,4,2,0,3,0
"LOC111100900",35,16,40,16,40,20,16,19,28,10,0,23,4,1,11,36,31,5,0,26,14,12,3,10,11,9,8,0,31,1
"LOC111116870",1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0
"LOC111111855",49,50,39,15,54,49,25,36,28,12,10,23,11,4,14,76,52,16,1,76,18,18,4,43,30,24,10,2,29,0
"LOC111120335",52,2,17,17,1,56,10,0,24,6,0,0,9,1,5,31,2,7,3,23,18,0,2,2,9,26,2,15,0,0
"LOC111120324",2,7,1,0,5,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0
"LOC111137504",74,68,60,24,88,73,26,43,43,15,5,34,3,0,16,48,26,12,5,36,13,24,7,34,19,22,31,1,40,0
"LOC111137464",10,34,9,1,4,3,5,6,0,6,0,1,9,0,10,11,13,1,2,2,18,0,0,24,1,0,7,0,1,0
"LOC111137512",3,1,6,5,6,5,5,9,3,0,0,7,0,0,1,11,9,0,0,18,0,2,1,11,8,2,4,1,1,1
"LOC111112613",164,121,108,72,194,167,56,112,99,35,15,67,10,14,22,138,83,27,5,124,23,35,17,91,58,58,40,81,63,1
"LOC111112620",1,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
"LOC111129301",1,2,20,3,7,3,8,6,14,0,4,2,3,0,5,20,16,2,1,10,0,1,2,22,7,2,10,0,1,0
"LOC111129281",0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,2,0
"LOC111129311",0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0
"LOC111100708",0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,3,0,4,0,0,0,0
"LOC111111509",10,6,8,10,11,27,1,3,23,4,0,1,0,0,0,18,0,0,2,5,0,10,5,1,0,1,7,0,7,0
"LOC111110039",1,1,0,0,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC111110056",26,1,7,15,0,54,16,0,16,2,3,2,1,0,1,21,3,6,0,22,3,0,3,1,11,11,5,9,0,1
"LOC111110068",50,0,9,15,3,53,16,0,13,2,1,2,4,1,2,29,2,3,0,22,5,0,3,3,8,19,2,17,1,2
"LOC111123556",40,37,21,23,58,45,19,24,29,25,7,18,6,7,8,35,35,11,1,62,20,17,4,55,19,23,11,2,17,0
"LOC111118132",2,2,0,0,6,2,0,0,5,1,1,2,0,1,1,6,1,1,0,3,0,0,1,4,1,5,0,0,0,0
"LOC111099300",0,0,0,2,3,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,1,2,0,1,0
"LOC111109279",0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,10,0,0,0,0,0,0,0,1,2,0,0,0,1,0
"LOC111109163",47,24,48,9,49,21,15,26,34,10,1,21,5,1,8,26,37,5,1,29,13,18,5,18,12,9,3,1,17,0
"LOC111113141",0,3,2,2,5,0,3,3,2,1,0,0,4,1,2,3,4,3,0,1,3,4,0,8,5,4,2,0,1,0
"LOC111121994",7,7,3,3,20,5,2,4,4,2,0,2,0,0,1,9,6,0,1,11,0,2,1,4,2,5,2,0,1,0
"LOC111100967",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,1,0
"LOC111137591",6,7,7,8,9,2,10,7,20,1,5,5,7,4,4,15,10,2,0,7,3,4,1,14,7,10,7,0,1,1
"LOC111113131",4,0,15,3,3,4,6,10,19,0,3,3,0,1,9,8,24,0,0,3,1,3,1,2,9,7,0,0,3,1
"LOC111128387",5,2,0,0,2,1,0,1,2,0,0,0,1,0,0,3,0,1,1,4,0,1,0,4,0,0,0,0,2,0
"LOC111128408",4,4,3,9,9,10,1,2,5,2,1,2,1,1,0,7,2,2,1,5,0,6,1,14,2,3,0,0,1,0
"LOC111128397",8,0,4,1,9,12,4,2,8,7,0,0,0,0,0,6,6,1,0,0,3,1,1,4,2,7,1,0,5,0
"LOC111112589",23,9,11,28,5,13,6,9,26,6,2,5,2,0,3,11,8,2,1,19,0,10,1,9,13,9,8,0,9,2
"LOC111126353",54,74,51,32,86,72,46,51,54,18,5,42,1,3,15,82,72,23,2,67,32,18,10,62,48,34,29,3,35,3
"LOC111110084",1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,4,0
"LOC111104824",97,54,43,30,109,97,18,67,51,14,3,35,5,2,4,76,49,16,9,29,10,14,9,47,25,19,19,3,30,0
"LOC111132822",41,65,71,48,80,48,31,66,37,16,10,31,2,2,5,65,57,4,1,88,10,17,5,52,24,23,20,2,36,0
"LOC111121374",0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,3,0,1,0,0,0,0
"LOC111121313",218,196,184,90,245,201,85,154,177,64,10,109,14,11,39,208,249,44,22,154,58,63,21,172,117,94,58,11,116,1
"LOC111134625",276,192,135,90,253,147,46,138,94,37,22,36,39,13,25,181,138,13,12,100,95,48,13,100,94,55,40,4,91,33
"LOC111134738",0,0,1,4,0,9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111134671",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"LOC111134661",2,0,2,0,21,1,0,4,1,0,0,0,1,0,1,0,17,0,0,0,0,1,0,0,0,1,0,0,1,0
"LOC111134653",3,6,2,5,26,3,2,3,4,1,2,2,2,0,0,10,8,0,1,2,0,11,0,6,14,7,6,0,0,0
"LOC111100544",1,0,12,9,5,2,5,4,7,0,3,3,1,0,5,3,12,2,0,11,1,3,2,4,13,4,2,0,1,0
"LOC111115710",0,0,1,5,6,9,3,6,1,2,0,1,0,0,0,5,3,2,1,0,0,0,0,2,4,0,0,0,0,0
"LOC111131233",8,0,283,1,8,0,5,35,1,13,0,234,0,0,4,0,5,0,2,0,6,2,0,14,4,2,3,0,360,1
"LOC111138167",213,136,95,84,182,181,58,115,123,33,9,73,7,6,21,192,109,17,12,140,29,27,13,110,71,77,48,6,70,39
"LOC111126487",165,199,131,67,197,197,76,145,122,36,13,81,13,9,20,147,110,18,8,127,27,38,17,89,69,58,35,3,92,5
"LOC111136229",0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,4,0,0,0,0
"LOC111124937",140,116,66,41,103,114,40,45,77,37,10,29,11,5,19,116,76,24,9,88,24,33,9,69,46,32,48,5,49,3
"LOC111131355",28,31,28,9,20,22,16,29,16,3,1,14,10,5,4,26,32,5,2,36,15,17,4,36,17,29,13,1,22,0
"LOC111129895",0,0,1,1,1,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0
"LOC111116159",1,2,0,2,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,4,0,1,1,2,1,2,1,0,0,0
"LOC111129081",18,21,35,16,25,14,16,10,40,3,2,21,9,1,10,28,51,4,3,12,11,6,1,24,22,21,6,2,5,32
"LOC111135116",115,103,25,67,22,24,14,44,9,4,2,56,12,0,1,9,61,1,1,26,8,29,0,31,5,59,3,5,32,2
"LOC111135121",7,1,3,0,26,42,5,1,18,0,0,0,0,0,8,26,3,10,0,12,1,0,1,17,9,3,3,1,0,0
"LOC111116885",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,1,1,0,0,1,0
"LOC111131248",347,250,219,181,323,262,150,298,220,67,44,151,49,19,71,256,272,40,15,277,61,99,26,202,157,175,113,27,104,110
"LOC111131259",57,45,47,17,52,28,23,51,48,12,7,28,3,3,15,55,71,11,2,49,9,30,5,53,24,39,25,2,26,0
"LOC111120067",2,1,0,1,1,0,1,2,0,3,0,1,0,0,0,2,2,0,1,4,0,0,0,6,0,6,0,0,1,0
"LOC111117980",20,0,22,8,32,40,7,37,15,11,7,14,2,5,9,55,20,10,4,20,5,19,3,38,35,12,17,0,3,0
"LOC111117993",1,2,0,1,6,4,1,1,0,1,0,0,1,0,1,2,2,0,0,16,3,2,0,3,1,3,0,0,2,0
"LOC111117955",1,0,1,2,1,1,0,2,0,0,1,0,0,0,2,0,18,0,0,19,0,0,0,0,1,6,0,0,0,0
"LOC111101737",32,71,47,43,54,30,10,20,32,0,2,39,2,1,6,67,9,8,2,49,19,14,2,30,13,18,5,2,3,0
"LOC111113022",13,17,43,16,23,12,18,25,38,2,10,21,15,1,16,18,103,16,2,46,10,22,8,57,42,16,7,4,10,1
"LOC111136389",2,0,0,3,1,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,2,1,0,0,0,0,0
"LOC111128868",10,31,2,2,26,28,1,0,2,1,0,0,0,0,1,7,1,1,1,4,5,2,1,3,1,0,1,0,8,0
"LOC111128838",25,46,131,55,22,25,32,99,76,8,7,48,11,4,29,61,62,25,3,47,20,25,3,95,66,46,19,2,12,2
"LOC111134535",242,216,164,112,245,160,73,210,165,38,6,107,19,8,34,239,106,32,3,131,44,64,14,150,71,55,43,4,126,3
"LOC111131329",63,77,159,72,93,56,67,148,134,16,36,62,31,26,56,141,136,25,4,83,30,44,11,180,77,99,60,14,24,5
"LOC111131341",98,114,75,42,88,91,19,57,69,15,4,48,6,4,15,51,42,21,4,50,31,41,15,48,22,25,16,6,37,2
"LOC111104350",7,14,11,4,12,2,6,1,9,1,2,6,1,0,3,14,4,3,1,11,1,5,1,7,2,7,2,0,2,0
"LOC111104327",111,196,201,104,120,75,94,209,190,20,41,103,42,17,61,188,232,52,14,98,72,65,15,199,116,116,56,17,38,4
"LOC111104302",57,79,119,52,80,37,46,117,98,18,12,44,15,9,35,89,83,29,7,55,36,35,4,128,65,55,32,5,40,2
"LOC111104397",11,4,9,3,17,0,6,8,11,2,0,2,1,0,1,16,15,0,0,7,1,6,0,12,1,2,2,1,2,1
"LOC111104344",222,240,298,159,277,183,121,289,173,65,32,120,39,14,77,313,133,84,17,200,81,120,23,254,175,133,93,50,192,4
"LOC111131346",61,62,44,22,80,64,22,43,25,17,6,25,8,2,17,50,26,13,7,34,21,17,2,51,23,40,30,3,46,2
"LOC111104389",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,1,3,0,1,0
"LOC111131377",6,7,5,0,6,5,2,6,11,1,2,1,2,2,2,10,8,2,0,9,1,2,2,12,1,2,3,0,0,0
"LOC111104366",146,166,123,89,179,115,49,138,100,21,7,55,10,4,21,156,83,20,9,95,42,54,8,83,52,24,30,3,85,1
"LOC111104335",16,45,82,27,37,14,44,69,60,9,12,32,6,2,18,40,51,30,3,48,20,29,3,99,49,59,16,0,13,0
"LOC111112780",0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"LOC111137004",21,1,3,5,1,4,1,5,6,1,1,6,0,0,0,4,10,1,0,3,2,1,0,6,6,2,2,1,1,0
"LOC111099064",0,1,15,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0
"LOC111101542",61,35,31,20,70,39,14,29,40,16,3,18,8,1,9,46,42,7,1,34,11,8,1,9,28,14,10,0,24,1
"LOC111116653",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"LOC111116519",74,84,64,32,74,87,25,54,55,19,3,57,6,6,22,55,63,12,1,53,17,31,8,46,30,26,9,89,57,0
"LOC111116615",65,29,10,30,35,58,20,37,46,15,1,10,4,3,15,37,17,4,1,43,8,21,6,38,19,22,14,1,25,2
"LOC111116630",63,50,33,22,76,62,26,62,50,12,1,20,7,3,5,32,26,5,0,34,25,7,4,24,16,19,20,0,23,1
"LOC111116581",0,1,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
"LOC111128804",4,5,4,8,13,14,5,9,7,4,0,4,0,0,1,10,4,0,0,4,3,9,0,5,8,5,2,1,4,0
"LOC111128797",17,15,9,11,30,19,11,18,24,8,1,9,1,0,7,34,22,2,0,7,0,6,4,13,8,8,7,1,11,2
"LOC111126618",0,6,0,0,3,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111110283",45,54,18,17,31,29,15,21,44,7,1,16,1,1,5,18,31,6,0,24,7,8,2,15,23,7,12,0,9,2
"LOC111109571",24,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"LOC111122283",4,3,1,0,18,1,2,5,6,1,1,22,0,0,1,8,5,3,0,4,0,1,0,12,0,0,0,1,5,0
"LOC111126321",24,15,14,21,34,25,10,20,22,5,1,15,2,0,5,22,19,2,1,21,7,7,5,10,14,5,3,1,12,0
"LOC111126328",23,11,23,4,26,13,10,20,13,9,1,11,5,1,5,16,33,4,1,26,10,22,3,32,10,7,9,1,23,0
"LOC111137309",0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,1,0,2,0,0,0,0
"LOC111133771",53,33,42,23,72,41,6,40,32,12,2,19,3,1,10,28,17,3,2,35,15,12,1,25,11,15,27,0,27,1
"LOC111117050",58,32,7,11,27,52,17,29,24,36,2,6,2,0,8,45,16,5,2,36,8,12,3,32,4,18,17,0,17,2
"LOC111114913",113,76,47,50,100,79,35,93,50,17,3,55,8,7,12,103,33,8,4,40,15,23,13,57,30,23,20,61,42,0
"LOC111099033",0,0,36,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0
"LOC111102545",78,35,29,27,66,50,25,44,43,14,6,27,6,1,3,42,50,6,6,47,6,13,5,20,34,14,15,0,25,0
"LOC111131407",0,30,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,8,0
"LOC111131491",0,4,0,0,0,0,1,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111099722",3606,3931,2966,1735,4453,2911,1478,3073,2497,711,318,1682,473,258,806,3539,2240,721,291,2267,1304,1162,258,2726,1583,1325,967,566,1829,188
"LOC111124829",124,268,176,109,188,187,63,123,123,28,34,120,42,25,32,199,138,25,16,151,66,44,18,183,119,61,47,12,90,4
"LOC111108643",14,24,41,44,23,26,19,46,47,0,12,31,12,1,11,25,69,10,2,23,8,5,5,35,38,30,6,3,3,1
"LOC111110943",1,0,9,1,6,5,1,4,3,0,1,0,0,0,2,5,4,0,0,2,0,0,0,1,1,1,0,0,0,0
"LOC111131148",116,73,68,37,116,93,36,66,48,33,2,36,2,0,13,82,62,5,4,60,18,24,4,34,27,23,16,5,43,1
"LOC111128427",9,7,21,2,10,3,9,5,16,0,1,4,2,2,2,1,5,2,0,12,3,6,0,20,5,11,2,0,0,0
"LOC111128419",4,2,0,2,3,2,1,12,3,0,0,0,1,0,0,2,4,0,0,1,0,1,1,1,0,2,1,0,0,0
"LOC111131506",232,258,180,85,326,231,111,204,204,34,21,105,20,9,46,221,151,40,9,178,76,55,25,179,76,115,44,65,94,2
"LOC111135310",121,113,36,34,99,125,39,35,49,17,11,52,5,7,4,46,39,14,1,57,21,28,4,33,23,28,22,47,52,1
