GeneID	Length	X2018..BBB.WBO.B21.CV_sorted.bam	X2018..BBB.WBV.B70.CV_sorted.bam	X2018..BBO.BBO.B16.CV_sorted.bam	X2018..BBO.BBY.B27.CV_sorted.bam	X2018..BBO.WBO.B16.CV_sorted.bam	X2018..BBO.WBV.B64.CV_sorted.bam	X2018..BBR.BBB.B50.CV_sorted.bam	X2018..BBR.BBG.B38.CV_sorted.bam	X2018..BBR.BBY.B26.CV_sorted.bam	X2018..BBY.WBG.B42.CV_sorted.bam	X2018..BPO.BPO.O16.CV_sorted.bam	X2018..BPR.BPG.O38.CV_sorted.bam	X2018..BPR.BPR.O02.CV_sorted.bam	X2018..BPY.BPG.O42.CV_sorted.bam	X2018..BPY.BPY.O29.CV_sorted.bam	X2018..WBB.WBV.W69.CV_sorted.bam	X2018..WBG.BBB.W56.CV_sorted.bam	X2018..WBG.WBG.W44.CV_sorted.bam	X2018..WBO.BBR.W03.CV_sorted.bam	X2018..WBO.WBV.W64.CV_sorted.bam	X2018..WBR.BBY.W25.CV_sorted.bam	X2018..WBV.WBO.W23.CV_sorted.bam	X2018..WBV.WBR.W12.CV_sorted.bam	X2018..WBY.BBV.W65.CV_sorted.bam	X2018..WBY.BBY.W30.CV_sorted.bam	X2018..WPB.BPG.G45.CV_sorted.bam	X2018..WPO.BPO.G16.CV_sorted.bam	X2018..WPO.BPY.G28.CV_sorted.bam	X2018..WPR.BPY.G25.CV_sorted.bam	X2018..WPV.BPR.G11.CV_sorted.bam
LOC111101388	2682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101379	1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101405	3776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101397	9337	2	3	1	1	0	1	5	4	6	2	1	5	0	0	0	2	11	1	0	7	0	2	1	7	1	4	2	0	0	0
LOC111129738	5640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111129748	23384	0	1	0	0	0	0	3	15	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC111134153	8148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111113132	1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111129757	8210	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC111128935	12979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111136489	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111136460	16072	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC111136481	9545	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC111119489	6304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111129787	4108	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111133651	15221	300	264	162	113	274	285	94	163	173	67	17	108	40	23	36	252	172	42	24	160	81	66	29	156	125	80	59	133	105	5
LOC111105807	20967	388	385	207	151	417	381	140	272	203	76	18	162	13	12	31	365	278	31	23	215	71	82	29	223	136	71	64	5	217	3
LOC111106831	2519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111122515	12636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC111122523	19897	3	3	2	0	3	1	0	10	3	0	0	0	1	0	2	3	0	1	0	0	0	1	0	10	2	0	1	0	2	0
LOC111129837	1497	56	38	35	13	56	40	18	33	39	8	2	21	0	2	6	27	37	9	3	22	6	8	1	26	11	11	9	0	23	0
LOC111129845	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111129861	1134	1	5	0	0	3	3	0	1	1	0	0	1	0	0	0	4	0	0	0	1	1	0	0	0	1	0	0	0	4	0
LOC111129869	1398	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111129878	5988	0	5	5	0	16	2	1	0	0	1	0	0	0	0	3	5	1	0	0	1	0	0	0	1	0	0	0	0	4	0
LOC111118123	5983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111129887	2953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111129920	2510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC111112009	8446	13	14	12	2	10	11	8	7	6	0	0	0	3	0	0	9	5	0	1	4	2	2	0	4	6	1	1	3	4	0
LOC111129927	1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111119833	11862	0	0	1	4	35	76	0	0	21	1	1	9	0	0	2	1	3	5	0	0	0	0	5	13	0	1	0	0	0	0
LOC111104541	25635	0	96	60	0	3	1	4	1	1	0	0	0	3	13	0	77	0	0	2	3	12	0	0	1	0	2	4	0	0	0
LOC111112448	13112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111125753	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111110783	5168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
LOC111132154	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111123486	3243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111116296	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC111120908	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111122297	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111119741	4913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111119754	2288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111121693	2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111126076	12827	2	1	0	1	3	0	1	0	0	0	0	0	0	0	2	2	3	0	0	5	0	0	0	2	1	0	0	0	0	0
LOC111126102	14288	61	95	84	45	136	39	35	67	80	9	11	41	8	24	25	64	37	9	13	39	19	20	13	52	52	51	19	36	28	2
LOC111129935	11684	25	57	18	30	40	41	31	27	41	23	9	10	8	6	14	60	40	9	4	52	12	6	3	57	32	31	17	2	14	0
LOC111116034	32150	98	87	17	18	123	148	30	42	43	35	13	26	13	4	23	90	44	22	2	96	32	30	10	72	36	27	30	4	42	32
LOC111116043	2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111111995	5114	39	24	8	9	25	30	6	14	13	5	3	10	1	1	2	21	20	2	4	10	7	3	0	2	8	2	5	23	9	1
LOC111130149	672	2	1	2	1	0	0	2	0	3	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	3	0	1	0	0	0
LOC111134929	7599	33	24	14	15	31	23	12	17	10	9	4	8	6	5	2	21	15	5	2	12	11	4	1	20	15	3	6	2	12	1
LOC111101827	8310	2	1	2	0	6	1	2	3	0	1	0	1	0	0	0	4	6	0	0	3	0	0	1	5	4	0	0	0	0	0
LOC111118727	6824	5	6	2	3	5	4	6	1	3	2	0	1	0	0	9	4	2	0	0	5	0	3	0	3	2	0	2	0	4	0
LOC111105905	21869	2	1	3	0	0	0	1	2	2	1	1	0	0	0	0	5	14	1	1	6	1	3	1	2	1	0	1	0	0	3
LOC111103607	1059	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
LOC111111287	5381	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111115930	5215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC111130161	6767	8	0	1	3	2	1	0	0	3	0	0	1	0	0	0	0	3	0	0	0	0	0	1	2	3	1	0	0	1	0
LOC111110859	3269	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103139	8611	57	42	24	10	41	45	33	17	42	8	6	20	6	9	9	59	43	10	5	55	11	17	6	19	19	37	8	54	17	0
LOC111103146	8965	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC111119414	6011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC111122198	4461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111119020	8524	34	18	30	13	31	15	21	42	26	19	8	12	5	1	29	30	80	19	7	41	17	5	8	184	27	31	38	19	19	0
LOC111125333	16660	192	169	120	92	179	214	80	179	175	34	26	94	16	23	36	199	188	33	12	155	50	52	20	147	102	104	34	97	57	29
LOC111125334	1791	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	20	1	0	0	14	0	0	0	0	0	0	1	0	0	0
LOC111136966	23857	145	112	108	54	154	126	56	81	65	36	7	55	9	10	10	138	74	18	8	75	33	31	5	72	60	64	19	34	54	0
LOC111115980	20832	13	17	14	8	32	26	2	8	7	2	2	16	0	4	1	31	17	1	2	3	4	2	1	7	5	8	6	4	15	1
LOC111115748	3748	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	2	0	0	0	0	0	0
LOC111112068	8406	79	87	63	45	122	88	37	73	89	33	6	41	9	3	20	89	60	13	6	74	29	16	15	67	43	29	17	4	47	1
LOC111106561	3223	0	0	5	5	3	0	3	3	10	1	0	1	0	0	1	2	5	1	0	3	0	4	1	5	1	3	0	0	1	0
LOC111109865	2774	46	2	10	8	26	40	0	1	40	1	1	5	0	0	1	24	4	1	1	2	0	12	5	10	8	3	4	1	8	0
LOC111111799	10825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111131292	13086	56	36	41	34	67	78	28	31	55	29	8	22	7	6	12	43	43	6	3	51	12	16	7	54	32	19	22	1	22	5
LOC111124863	15276	20	83	40	69	192	99	41	65	35	29	14	31	12	5	12	67	101	8	2	111	16	43	13	87	26	39	19	3	14	2
LOC111124850	17444	52	53	31	18	51	53	20	39	34	8	3	20	5	1	8	52	16	7	2	43	13	10	3	42	18	21	12	3	23	0
LOC111130177	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111119709	4687	3	0	1	0	3	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111119716	3752	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
LOC111130195	4192	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC111132898	11137	43	27	28	19	15	31	17	41	44	4	2	18	8	4	6	43	31	6	4	25	6	12	2	16	8	17	4	20	27	1
LOC111130854	4595	23	16	11	17	16	13	10	8	17	0	0	6	0	1	3	54	6	3	2	39	4	1	3	25	13	5	4	1	7	1
LOC111130204	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101169	14664	7	31	13	2	18	12	1	8	10	4	0	7	1	0	3	12	10	2	0	11	4	3	1	3	13	3	7	2	11	1
LOC111101176	3853	0	0	0	6	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
LOC111101164	4672	0	0	0	0	5	0	0	2	1	0	0	1	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC111101185	5699	4	0	11	0	19	0	0	1	0	0	0	5	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
LOC111101139	11518	54	44	41	19	42	42	22	83	26	8	5	34	4	5	15	48	34	8	3	44	16	12	8	52	32	28	26	1	15	0
LOC111101156	15429	169	71	98	48	54	86	84	53	130	14	9	83	14	7	35	128	42	31	7	70	34	36	8	108	108	73	25	2	99	3
LOC111115242	12029	57	48	34	47	56	61	22	38	84	32	18	30	6	6	14	25	67	8	3	69	19	10	7	42	41	30	20	2	15	6
LOC111110131	10465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC111104454	3258	5	43	1	0	11	4	15	19	2	7	0	2	2	1	3	35	0	3	3	0	7	0	0	3	0	0	7	0	7	0
LOC111102578	3040	2	1	2	2	2	0	3	2	0	0	2	2	0	0	1	0	5	1	0	1	0	2	0	6	1	4	0	0	2	0
LOC111108648	8083	81	83	62	46	86	84	44	68	78	25	4	39	12	4	19	83	70	14	4	65	36	22	10	63	44	35	14	3	56	2
LOC111135567	3740	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0
LOC111127270	24316	33	31	15	17	35	38	11	23	21	6	1	15	2	4	2	22	21	4	1	14	8	7	0	14	16	15	10	20	40	12
LOC111117581	19686	136	134	127	62	183	162	45	103	97	34	15	79	15	6	27	183	88	26	18	90	34	57	14	92	63	47	22	32	42	2
LOC111114641	1748	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	17	1	0	1	4	0	0	0	0	0	3	2	0	0	0
LOC111127966	15439	197	147	112	62	424	152	104	163	193	26	37	91	25	28	42	258	171	49	14	133	59	57	20	188	110	95	67	88	47	21
LOC111118476	6057	10	35	21	30	46	45	22	36	17	3	0	9	2	1	16	20	50	9	3	6	10	3	2	88	19	14	6	10	19	1
LOC111117949	4451	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111113361	6918	14	35	12	3	8	9	4	10	5	2	1	11	4	1	1	6	17	3	1	2	8	2	3	6	6	3	0	0	1	0
LOC111135136	12142	43	61	45	13	32	99	43	60	65	5	11	16	10	4	5	36	26	3	1	43	25	6	1	11	20	55	49	5	39	33
LOC111135129	12185	70	46	32	21	61	69	30	41	63	10	10	27	13	8	11	63	70	8	3	45	22	24	6	33	22	41	5	47	17	1
LOC111124109	4003	0	1	6	0	0	1	9	1	1	1	1	0	0	0	0	1	2	0	0	1	0	0	0	2	0	0	1	0	0	0
LOC111130247	6666	14	6	2	2	5	7	2	4	2	1	0	5	0	0	0	1	6	0	0	7	1	1	0	2	2	1	1	0	9	0
LOC111116170	6217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC111108867	5345	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC111130254	4130	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
LOC111110154	20384	1	4	2	3	5	2	4	2	3	0	0	1	0	1	0	5	5	1	0	5	0	0	1	1	2	1	0	3	0	1
LOC111118316	6801	30	24	47	21	33	22	32	51	37	10	12	24	5	3	7	41	52	3	3	28	10	12	3	43	15	38	12	6	9	1
LOC111109243	9328	1	0	2	0	5	0	1	3	1	0	0	3	2	0	1	6	9	1	0	6	0	0	0	9	2	3	5	1	0	0
LOC111134171	7999	52	21	23	12	54	32	3	26	24	9	5	17	5	1	5	15	23	3	1	11	8	6	1	17	18	9	12	2	30	1
LOC111111295	5078	43	32	30	26	46	27	12	17	18	9	4	10	3	1	6	33	12	2	4	14	12	5	0	12	16	12	6	21	12	14
LOC111104675	36469	132	100	25	18	139	236	56	64	48	94	12	28	8	7	12	91	52	21	4	207	43	40	14	76	67	58	55	3	48	55
LOC111104690	2592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111104685	2855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111130258	17176	42	58	45	24	63	40	23	77	56	14	9	17	4	3	5	66	36	14	5	49	14	25	3	33	36	19	20	1	26	1
LOC111124761	15719	180	219	68	38	154	41	50	206	125	28	17	44	7	22	25	130	108	36	19	79	27	21	12	35	95	113	43	15	56	0
LOC111124729	12760	5	3	0	1	2	4	1	4	0	0	2	1	1	0	2	3	1	0	0	20	0	2	0	3	1	4	1	1	4	0
LOC111123551	2112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111115318	4292	43	19	45	11	74	22	4	18	12	8	1	15	0	0	7	1	4	9	0	22	8	10	6	9	16	16	15	0	41	0
LOC111108836	3419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111129854	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111130260	13883	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC111121633	5807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111121476	29902	2	3	1	0	2	2	1	1	3	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	1	1	0	0	1	0
LOC111121657	2808	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC111121537	14198	0	27	0	9	1	1	7	25	26	3	2	0	2	5	5	22	3	1	2	1	3	0	0	0	2	16	9	0	1	0
LOC111121602	4635	8	10	7	4	10	6	1	6	12	1	2	7	0	0	5	0	2	0	0	3	3	1	3	5	2	7	1	2	4	0
LOC111121565	12371	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
LOC111121643	3001	0	1	0	2	18	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
LOC111121611	12185	2	0	3	2	0	0	3	5	4	0	0	4	0	0	1	0	6	1	0	0	0	0	0	2	0	1	0	0	0	0
LOC111121524	9965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC111121511	25129	3	8	5	4	13	8	7	4	6	3	5	5	2	1	1	8	9	2	0	9	3	2	1	2	4	3	0	2	4	0
LOC111121500	32606	217	205	172	95	174	180	70	178	212	41	27	111	14	16	28	143	201	32	16	168	68	38	12	113	108	84	56	9	98	2
LOC111130637	24306	124	122	119	88	47	109	62	69	131	23	17	71	19	5	22	132	81	27	5	87	37	43	13	99	98	69	46	12	43	4
LOC111130647	20457	154	138	140	89	84	141	71	92	138	28	14	81	16	6	23	147	56	40	6	106	54	37	7	100	80	79	47	10	68	1
LOC111130653	34383	167	188	132	119	59	184	92	87	157	15	21	99	24	9	57	169	97	34	15	148	61	44	10	150	80	105	69	11	97	1
LOC111130687	37962	215	196	207	149	117	211	125	130	212	42	25	160	26	17	64	275	125	46	17	167	52	72	15	186	135	106	119	22	110	10
LOC111121667	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111130696	9948	79	81	51	38	58	79	24	30	55	23	6	41	8	6	14	79	37	15	5	70	18	20	12	52	31	31	48	9	31	1
LOC111121491	40707	273	167	139	124	283	205	80	160	174	47	24	137	17	8	38	189	201	35	12	170	44	67	19	139	93	92	51	6	92	3
LOC111130705	21283	3	2	0	0	1	0	0	2	1	1	0	0	0	0	0	2	0	0	0	1	0	1	0	1	18	2	1	0	3	0
LOC111111234	3233	20	0	8	1	14	8	11	17	14	3	0	6	1	1	1	20	22	0	0	15	3	9	2	6	3	5	16	0	0	0
LOC111111523	6802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111115108	5040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111122419	24030	5	3	10	20	3	1	2	15	12	2	0	3	0	0	3	5	4	0	1	3	4	0	0	2	2	3	2	1	4	0
LOC111122667	16188	29	3	2	4	1	5	4	0	9	0	0	1	0	0	2	2	0	0	0	2	1	0	2	0	4	2	0	0	1	0
LOC111103571	2912	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC111104281	4772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111110242	2467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111122632	15467	46	55	5	4	25	46	11	30	5	2	0	4	8	3	4	32	9	2	4	22	1	9	0	8	4	4	2	0	16	0
LOC111104573	19231	80	3	48	0	61	1	2	6	43	14	3	55	1	1	0	64	2	15	7	0	18	15	0	47	41	0	6	2	14	0
LOC111112751	3786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103358	30592	2	0	4	20	4	2	2	3	5	0	0	0	0	0	0	2	0	1	0	1	1	0	0	1	0	0	0	0	0	1
LOC111130710	3545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103382	18889	35	26	19	15	22	24	10	25	22	8	1	12	6	6	13	25	13	4	3	24	13	17	1	14	15	15	9	0	15	1
LOC111103323	390766	48	148	260	23	54	26	34	59	30	11	4	128	8	1	7	43	59	78	5	19	15	17	2	55	18	27	10	5	131	1
LOC111103371	16419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103390	5847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103401	15975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103376	3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103364	7741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103397	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103418	8108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103431	12574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111114348	5829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111113021	12577	9	0	24	0	15	1	0	3	5	1	0	0	1	0	1	1	0	7	0	0	6	0	0	0	0	1	0	0	0	0
LOC111105397	9820	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	0	2	0	1	0
LOC111099041	13376	2	4	5	5	6	2	1	8	6	1	0	5	0	0	1	4	0	0	0	2	0	1	0	1	3	1	3	0	1	0
LOC111099044	2402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106983	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106990	8455	16	2	5	1	3	5	1	6	3	2	0	1	0	0	1	11	7	0	0	0	0	1	0	6	2	2	4	0	0	0
LOC111101696	15439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111127424	25425	0	38	3	10	38	1	32	27	2	0	2	8	2	0	5	1	26	2	0	1	8	1	1	4	0	7	2	0	3	0
LOC111127416	10485	3	25	0	4	0	1	2	2	5	0	0	1	2	0	3	2	19	2	0	4	1	0	0	7	7	2	1	0	6	1
LOC111130719	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100099	2415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100174	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111102085	11058	7	5	5	5	2	3	5	5	6	1	3	4	3	2	0	9	10	1	1	3	2	6	0	15	11	11	3	2	4	1
LOC111100597	3617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111130728	1642	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0
LOC111100624	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100606	4330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100615	4430	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111137805	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111137796	2666	48	16	40	33	76	45	22	42	56	24	1	59	2	3	10	53	46	14	5	25	2	17	7	34	34	18	39	3	10	1
LOC111137812	2258	8	4	4	3	6	2	2	4	1	0	1	2	0	0	0	2	4	0	0	2	0	0	0	2	3	3	1	1	1	0
