gene_id,logP
LOC111137937,NA
LOC111137938,NA
LOC111135577,NA
LOC111135576,0
LOC111137353,NA
LOC111137336,NA
LOC111137364,NA
LOC111134822,0
LOC111134823,0
LOC111134824,0
LOC111134821,0
LOC111099056,0
LOC111099057,NA
LOC111137479,NA
LOC111137039,NA
LOC111133019,0
LOC111133018,NA
LOC111134236,-0.667490914480321
LOC111137377,NA
LOC111137637,NA
LOC111135856,0
LOC111137428,NA
LOC111137844,NA
LOC111133505,NA
LOC111138438,NA
LOC111137362,NA
LOC111132190,NA
LOC111132191,NA
LOC111137453,NA
LOC111137465,NA
LOC111134447,NA
LOC111137476,NA
LOC111137488,NA
LOC111133740,NA
LOC111137493,NA
LOC111132905,NA
LOC111137502,NA
LOC111132902,0
LOC111132908,NA
LOC111132894,0
LOC111132900,0
LOC111132904,0
LOC111132903,0
LOC111132906,NA
LOC111137527,0
LOC111132893,0
LOC111132897,0
LOC111132895,NA
Trnar-ucg_1,NA
LOC111132896,NA
LOC111132899,NA
LOC111137546,NA
LOC111132901,NA
LOC111132892,NA
LOC111137545,NA
LOC111135362,0
LOC111133336,NA
LOC111137179,NA
LOC111137180,NA
LOC111136605,NA
LOC111134051,NA
LOC111137557,NA
LOC111137563,NA
LOC111133092,NA
LOC111137578,NA
LOC111137584,NA
LOC111133098,NA
LOC111133091,0
LOC111133106,NA
LOC111133104,NA
LOC111133101,NA
LOC111133094,NA
LOC111133102,NA
LOC111133116,NA
LOC111133117,NA
LOC111133108,NA
LOC111133118,NA
LOC111133093,NA
LOC111133095,NA
LOC111133103,NA
LOC111133090,NA
LOC111133096,NA
LOC111133097,NA
LOC111133114,NA
LOC111133105,NA
LOC111133115,NA
LOC111133109,NA
LOC111133099,NA
LOC111133111,NA
LOC111133112,NA
LOC111133110,NA
LOC111133113,NA
LOC111133982,NA
LOC111137652,NA
LOC111135123,NA
LOC111135122,NA
LOC111138345,0
LOC111132852,-2.69680097948561
LOC111133890,NA
LOC111136070,0
LOC111135536,0
LOC111137824,NA
LOC111135490,NA
LOC111135486,NA
LOC111135488,NA
LOC111135487,NA
LOC111137606,NA
LOC111135489,NA
LOC111136755,NA
LOC111133506,NA
LOC111137620,NA
LOC111135013,NA
LOC111135016,NA
LOC111135014,NA
LOC111135010,0
LOC111135012,NA
LOC111135011,NA
LOC111135009,0
LOC111133526,NA
LOC111136573,0
LOC111136572,0
LOC111135243,0
LOC111135244,0
LOC111137649,0
LOC111134699,NA
LOC111134700,0
LOC111134697,0
LOC111137269,NA
LOC111133238,NA
LOC111137562,0
LOC111137906,NA
LOC111137673,NA
LOC111137899,NA
LOC111137940,0
LOC111134413,NA
LOC111132047,NA
Trnaa-ugc_25,NA
LOC111133702,0
LOC111133703,NA
LOC111133704,NA
LOC111132523,NA
LOC111133666,0
LOC111137719,-3.7469260992918
LOC111132937,NA
LOC111133928,-0.741364932153059
LOC111133891,0
LOC111133892,-7.30868446904568
LOC111137733,0
LOC111135400,0
LOC111134713,-0.847218942959273
LOC111134709,0
LOC111134712,NA
LOC111134710,0
LOC111136163,NA
LOC111137771,NA
LOC111133795,NA
LOC111134565,NA
LOC111134564,NA
LOC111134567,NA
LOC111133337,-1.2909429884209
LOC111133926,NA
LOC111134426,0
LOC111136327,-3.03367549253234
Trnat-ggu_13,NA
LOC111137657,0
LOC111132914,NA
LOC111134612,0
LOC111134613,NA
LOC111133637,0
LOC111133638,NA
LOC111133634,NA
LOC111138086,NA
LOC111137794,NA
LOC111135980,0
LOC111138091,NA
LOC111137801,NA
LOC111133868,NA
LOC111136675,NA
LOC111132921,0
LOC111135317,0
LOC111135319,NA
LOC111135355,0
LOC111135358,NA
LOC111135357,NA
LOC111135356,NA
LOC111137814,NA
LOC111135359,0
LOC111135378,0
LOC111135377,NA
LOC111135379,NA
LOC111134432,NA
LOC111134431,-2.07704918843527
LOC111136864,NA
LOC111137809,NA
LOC111136901,NA
LOC111137024,NA
LOC111137067,NA
LOC111136774,NA
LOC111136851,NA
LOC111137093,NA
LOC111133015,0
LOC111133805,0
LOC111136251,-0.210250190010888
LOC111133168,NA
LOC111133022,0
LOC111133023,0
LOC111132167,0
LOC111133078,NA
LOC111132889,NA
LOC111137290,NA
LOC111099166,NA
LOC111099167,NA
LOC111132884,NA
LOC111133964,0
Trnaf-gaa_6,NA
LOC111133161,0
LOC111133148,0
LOC111137836,NA
LOC111133159,NA
LOC111133155,NA
LOC111133149,NA
LOC111133147,-1.69174661724797
LOC111133150,NA
LOC111133160,0
LOC111133144,0
LOC111133152,NA
LOC111133157,NA
LOC111133154,NA
LOC111133158,NA
LOC111133156,NA
LOC111133151,NA
LOC111133153,NA
LOC111136506,-1.61913799188783
LOC111099175,NA
LOC111138344,NA
LOC111138211,NA
LOC111138418,NA
LOC111133875,NA
LOC111133876,NA
LOC111133020,NA
LOC111134147,NA
LOC111136763,NA
LOC111137136,NA
LOC111137846,NA
LOC111137137,NA
LOC111137138,NA
LOC111137866,NA
LOC111137135,NA
LOC111137139,NA
LOC111137873,NA
LOC111137840,NA
LOC111137879,NA
LOC111137839,NA
LOC111138447,NA
LOC111133544,NA
LOC111135639,0
LOC111137888,0
LOC111138254,NA
LOC111136931,NA
LOC111136930,NA
LOC111137636,0
LOC111138271,NA
LOC111138226,NA
LOC111133909,0
LOC111133910,NA
LOC111133911,0
LOC111137921,NA
LOC111133853,NA
LOC111137332,0
LOC111136607,NA
LOC111134056,0
LOC111134058,0
LOC111134057,0
LOC111133348,0
LOC111137787,NA
LOC111137918,NA
LOC111133442,NA
LOC111134353,0
LOC111135467,0
LOC111134584,NA
LOC111134072,NA
LOC111137712,0
LOC111132961,NA
LOC111133370,NA
LOC111134075,NA
LOC111136887,NA
LOC111138234,NA
LOC111133995,0
LOC111137670,NA
LOC111138339,NA
LOC111137932,0
LOC111134452,NA
LOC111138458,0
LOC111138300,NA
LOC111138144,NA
LOC111137939,NA
LOC111136155,0
LOC111136156,NA
LOC111136154,NA
LOC111136151,0
LOC111136153,NA
LOC111138181,0
LOC111138177,NA
LOC111138180,NA
LOC111138178,NA
LOC111138176,0
LOC111137875,0
LOC111135560,NA
LOC111135559,NA
LOC111137949,0
Trnae-cuc_2,NA
LOC111136239,-0.288067353160295
LOC111136813,NA
LOC111135831,NA
LOC111135833,0
LOC111135832,0
LOC111138394,NA
LOC111138343,NA
LOC111137781,0
LOC111134685,NA
LOC111134684,0
LOC111138040,NA
LOC111137194,NA
LOC111133445,NA
LOC111137890,NA
LOC111137187,NA
LOC111135164,NA
LOC111135163,0
LOC111133518,NA
LOC111132487,NA
LOC111099120,NA
LOC111133254,NA
LOC111132981,NA
LOC111136256,0
LOC111136257,NA
LOC111137953,NA
Trnap-ugg,NA
LOC111134317,NA
LOC111133688,NA
LOC111137964,-0.294488934640696
LOC111137973,0
LOC111132135,NA
LOC111133723,NA
LOC111134360,0
LOC111134371,0
LOC111134354,0
LOC111134386,0
LOC111134367,0
LOC111134377,NA
LOC111134358,NA
LOC111134362,NA
LOC111134381,NA
LOC111134372,0
LOC111134380,0
LOC111134390,NA
LOC111134384,NA
LOC111134385,NA
LOC111134383,NA
LOC111134361,0
LOC111134369,NA
LOC111134355,0
LOC111134388,NA
LOC111134387,0
LOC111134368,NA
LOC111134376,NA
LOC111134357,0
LOC111134364,0
Trnat-ggu_14,NA
LOC111134382,0
LOC111134373,0
LOC111134366,-0.913582610409662
LOC111134374,NA
LOC111134365,NA
LOC111134378,NA
LOC111134375,NA
LOC111134359,NA
LOC111133404,-0.187396583848443
LOC111136777,NA
LOC111136960,0
LOC111138274,0
LOC111138275,NA
LOC111132216,NA
LOC111137556,NA
LOC111134053,NA
LOC111136514,0
LOC111132184,NA
LOC111138379,NA
LOC111133859,0
LOC111133860,NA
LOC111135939,0
LOC111135940,0
LOC111138346,NA
LOC111136391,NA
LOC111136478,NA
LOC111099148,NA
LOC111132217,NA
LOC111134674,NA
LOC111134675,NA
LOC111134673,0
LOC111134891,NA
LOC111134890,NA
LOC111134889,NA
LOC111134888,0
LOC111136645,NA
LOC111133062,0
LOC111133064,NA
LOC111133065,NA
LOC111133063,NA
LOC111136440,0
LOC111132799,NA
LOC111136697,NA
LOC111133453,0
LOC111134770,-0.984759251102772
LOC111134771,0
LOC111134074,NA
LOC111134473,0
LOC111134475,NA
LOC111138185,0
LOC111137228,-1.98690724551606
LOC111137229,NA
LOC111133119,NA
LOC111132218,NA
LOC111133121,NA
LOC111132036,NA
LOC111137915,NA
LOC111133463,NA
LOC111133462,NA
LOC111135950,NA
LOC111135949,0
LOC111133213,NA
LOC111137181,0
LOC111137477,0
LOC111099050,0
LOC111132219,-0.11725493512623
LOC111133376,NA
LOC111132220,NA
LOC111137344,NA
LOC111137345,NA
LOC111137346,0
LOC111137347,0
LOC111137350,0
LOC111137349,0
LOC111137343,0
LOC111134949,NA
LOC111132221,NA
LOC111132222,NA
LOC111136551,0
LOC111136552,NA
LOC111134148,0
LOC111132224,NA
LOC111133082,NA
LOC111133081,NA
LOC111133066,0
LOC111133067,NA
LOC111132225,NA
LOC111138450,NA
LOC111138002,NA
LOC111133829,NA
LOC111136092,0
LOC111132226,NA
LOC111135254,0
LOC111137555,NA
LOC111137260,NA
LOC111132227,NA
LOC111137258,-1.04039573749108
LOC111137499,NA
LOC111136240,NA
LOC111136241,NA
LOC111136073,-0.164952190636537
LOC111133357,0
LOC111133359,0
LOC111133358,NA
LOC111136078,0
LOC111136077,NA
LOC111137414,0
LOC111133483,NA
LOC111133008,NA
LOC111133134,NA
LOC111133534,NA
LOC111132228,NA
LOC111136237,NA
LOC111136236,NA
LOC111136233,0
LOC111136234,0
LOC111136235,NA
LOC111137916,NA
LOC111133811,0
LOC111133810,-0.868483462394235
LOC111136219,0
LOC111137105,NA
LOC111137103,NA
LOC111137102,NA
LOC111133663,NA
LOC111137330,NA
LOC111134750,NA
LOC111134751,0
LOC111134749,NA
LOC111132890,-0.853564701899891
LOC111134444,0
LOC111134446,0
LOC111099194,NA
LOC111136494,NA
LOC111136493,0
LOC111099189,NA
LOC111099037,NA
LOC111134715,NA
LOC111136742,NA
LOC111136741,0
LOC111133714,NA
LOC111133713,NA
LOC111132229,NA
LOC111133724,NA
LOC111135048,0
LOC111135285,NA
LOC111135286,NA
LOC111132811,0
LOC111132812,0
LOC111132230,NA
LOC111133838,NA
LOC111135729,NA
LOC111136648,0
LOC111136215,0
LOC111136113,0
LOC111136109,0
LOC111136112,NA
LOC111132231,NA
LOC111136111,NA
LOC111136110,0
LOC111137895,NA
LOC111134606,NA
LOC111134607,NA
LOC111136009,NA
LOC111136008,0
LOC111136586,NA
LOC111132042,NA
LOC111136661,0
LOC111136662,0
LOC111136664,NA
LOC111135920,NA
LOC111135922,0
LOC111135921,NA
LOC111136420,NA
LOC111133865,NA
LOC111132861,NA
LOC111134270,NA
LOC111135183,0
LOC111135184,NA
LOC111132232,NA
LOC111134205,NA
LOC111138487,0
LOC111132067,0
LOC111132070,NA
LOC111132068,0
LOC111136918,NA
LOC111135173,-7.50513424796983
LOC111135171,0
Trnai-aau_3,NA
Trnat-ggu_15,NA
LOC111133972,NA
LOC111136539,NA
LOC111136538,NA
LOC111136536,0
LOC111138449,NA
LOC111136452,NA
LOC111136213,0
LOC111136214,NA
LOC111138045,NA
LOC111133959,NA
LOC111133961,0
LOC111133958,NA
LOC111133960,NA
LOC111137723,NA
LOC111136523,0
LOC111132233,NA
LOC111132234,NA
LOC111136525,NA
LOC111136524,0
LOC111136527,NA
LOC111136526,0
LOC111136181,0
LOC111136149,NA
LOC111135376,NA
LOC111133828,NA
LOC111132046,NA
LOC111138460,0
LOC111138459,NA
LOC111135388,0
LOC111135387,NA
LOC111134515,-0.26922525558091
LOC111133636,NA
LOC111132235,NA
LOC111133422,NA
LOC111138454,NA
LOC111137157,NA
LOC111137158,NA
LOC111134071,NA
LOC111137583,NA
LOC111136757,NA
LOC111136426,NA
LOC111132236,NA
LOC111136428,NA
LOC111136427,NA
LOC111136946,NA
LOC111132361,NA
LOC111137968,NA
LOC111135569,0
LOC111136390,-0.150311733718892
LOC111135988,0
LOC111135991,NA
LOC111132145,NA
LOC111137432,NA
LOC111133131,NA
LOC111133166,NA
LOC111138100,0
LOC111133708,-0.0548557357718566
LOC111133707,NA
LOC111133710,NA
LOC111133711,NA
LOC111135352,NA
LOC111135353,-1.39568201156032
LOC111136322,NA
LOC111137957,NA
LOC111132804,NA
LOC111137910,NA
LOC111133799,NA
LOC111135441,0
LOC111135440,NA
LOC111138295,0
LOC111138296,0
LOC111138193,0
LOC111133825,NA
LOC111138419,NA
LOC111132238,NA
LOC111134173,NA
LOC111134152,0
LOC111132239,-0.00505774545612561
LOC111134151,NA
LOC111134175,NA
LOC111134165,NA
LOC111134158,NA
LOC111134160,NA
LOC111134156,NA
LOC111134174,NA
LOC111134167,NA
LOC111134159,-0.290509211389709
LOC111134161,0
LOC111134157,-0.653469481293208
LOC111134168,NA
LOC111134170,NA
LOC111134169,NA
LOC111134155,NA
LOC111134166,NA
LOC111132240,NA
LOC111134164,NA
LOC111134172,NA
LOC111134163,NA
LOC111134154,0
LOC111135110,NA
LOC111138228,NA
LOC111138229,NA
LOC111132241,NA
LOC111135927,NA
LOC111135926,NA
LOC111135932,NA
LOC111135929,NA
LOC111135931,NA
LOC111135928,NA
LOC111135930,0
LOC111137640,-0.853548881534861
LOC111137661,0
LOC111135413,NA
LOC111132210,NA
LOC111134402,NA
LOC111134970,NA
LOC111134969,-0.173882124666182
LOC111137773,NA
LOC111137084,NA
LOC111138153,NA
LOC111137848,NA
LOC111134016,NA
LOC111135000,NA
LOC111135001,NA
LOC111133341,0
LOC111133345,0
LOC111133343,0
LOC111133342,0
LOC111133656,0
LOC111137731,0
LOC111135360,0
LOC111135053,0
LOC111137761,0
LOC111136180,NA
LOC111132099,0
LOC111132243,NA
LOC111136723,-0.758710920638616
LOC111136475,NA
LOC111137319,NA
LOC111136448,0
LOC111136449,0
LOC111136450,NA
LOC111136451,0
LOC111138192,NA
LOC111135575,0
LOC111132244,NA
Trnae-cuc_3,NA
LOC111134960,NA
LOC111134961,0
LOC111135868,NA
LOC111135870,NA
LOC111135869,NA
LOC111135867,0
LOC111136935,NA
LOC111138273,-0.700659189707726
LOC111135951,0
LOC111136005,NA
LOC111132810,NA
LOC111136727,NA
LOC111137411,NA
LOC111133807,0
LOC111137552,-2.85148227537518
LOC111137553,-0.417077220588056
LOC111137596,-3.57271156001235
LOC111135795,NA
LOC111134648,NA
LOC111134649,0
LOC111134640,NA
LOC111134638,0
LOC111134639,NA
LOC111134641,-0.868483462394235
LOC111137365,NA
LOC111138014,NA
LOC111138013,0
LOC111134884,-0.732935249846246
LOC111134885,-0.148613053129444
LOC111133432,NA
LOC111138036,NA
LOC111138347,NA
LOC111133635,NA
LOC111136849,NA
LOC111135316,NA
LOC111135315,0
LOC111136414,0
LOC111136415,NA
LOC111133025,NA
LOC111137415,NA
LOC111137617,0
LOC111137294,0
LOC111099198,NA
LOC111133087,NA
LOC111136095,NA
LOC111134235,NA
LOC111134232,NA
LOC111134231,NA
LOC111134233,NA
LOC111134234,NA
LOC111136677,NA
LOC111134117,0
LOC111134118,NA
LOC111132868,0
LOC111133169,NA
LOC111133417,NA
LOC111133479,NA
LOC111137564,NA
LOC111137565,NA
LOC111137072,0
LOC111137073,NA
LOC111135866,NA
LOC111136222,0
LOC111136223,NA
LOC111137854,NA
LOC111137990,NA
LOC111133836,NA
LOC111137449,0
LOC111099226,NA
LOC111137424,NA
LOC111132211,NA
LOC111132165,NA
LOC111138474,NA
LOC111136474,NA
LOC111137799,NA
LOC111137830,0
LOC111133446,NA
LOC111136977,NA
LOC111133173,NA
LOC111137892,NA
LOC111132245,NA
LOC111132579,0
LOC111132580,NA
LOC111133041,NA
LOC111137590,-0.642317516831027
LOC111136183,0
LOC111137278,NA
LOC111132663,NA
LOC111132246,0
LOC111137273,NA
LOC111138077,0
LOC111135067,NA
LOC111138378,0
LOC111138377,NA
LOC111132120,NA
LOC111133763,NA
LOC111137389,NA
LOC111137408,NA
LOC111137386,NA
LOC111137400,NA
LOC111137403,NA
LOC111137397,NA
LOC111137384,0
LOC111137385,NA
LOC111137394,0
LOC111137392,NA
LOC111137404,0
LOC111137393,-0.0325024192365851
LOC111137405,0
LOC111137399,0
LOC111137390,0
LOC111137391,-1.37084441083527
LOC111137398,0
LOC111137406,NA
LOC111137388,NA
LOC111137401,-1.7123901762158
LOC111137402,NA
LOC111137395,NA
LOC111137383,0
LOC111135339,0
LOC111133439,0
LOC111132093,NA
LOC111134065,0
LOC111134063,0
LOC111134066,0
LOC111134064,0
LOC111136542,0
LOC111136543,NA
LOC111132066,0
LOC111137980,-0.384011009355307
LOC111132874,0
LOC111137930,NA
LOC111133012,0
LOC111134030,0
LOC111134120,NA
LOC111099092,-0.156423762826688
LOC111133794,NA
LOC111133793,0
LOC111136893,0
LOC111133401,NA
LOC111133934,NA
LOC111134611,-0.903505780113166
LOC111137544,NA
LOC111132247,NA
LOC111132846,NA
LOC111132248,NA
LOC111132830,-1.52541013993626
LOC111132850,NA
LOC111132840,NA
LOC111132831,NA
LOC111132847,NA
LOC111132836,NA
LOC111132828,0
LOC111132849,NA
LOC111132829,0
LOC111132835,NA
LOC111132843,NA
LOC111132837,NA
LOC111132826,0
LOC111132249,NA
LOC111132838,NA
LOC111132839,0
LOC111132833,0
LOC111132827,0
LOC111132848,NA
LOC111132844,NA
LOC111132250,NA
LOC111132251,NA
LOC111132845,NA
LOC111132842,NA
LOC111132832,NA
LOC111132618,NA
LOC111137063,NA
LOC111136623,NA
LOC111134480,NA
LOC111134479,NA
LOC111134481,NA
LOC111135338,NA
LOC111135337,NA
LOC111132939,0
LOC111132940,NA
LOC111132941,NA
LOC111099099,NA
LOC111099100,NA
LOC111137255,NA
LOC111136207,NA
LOC111136208,NA
LOC111136422,NA
LOC111133410,NA
LOC111133321,NA
LOC111132728,NA
LOC111133866,NA
LOC111133454,NA
LOC111137125,0
LOC111132252,NA
LOC111133496,NA
LOC111135963,0
LOC111133858,NA
LOC111134138,-1.65543311902551
LOC111136020,0
LOC111137335,NA
LOC111133633,NA
LOC111132253,0
LOC111132203,NA
LOC111137298,-1.81571549711417
LOC111137656,-0.535503145553391
LOC111132062,NA
LOC111136001,0
Trnastop-uca,NA
LOC111136002,0
LOC111136004,NA
LOC111136003,NA
LOC111132254,NA
LOC111132525,NA
LOC111099127,0
LOC111138298,NA
LOC111136877,NA
LOC111135314,NA
LOC111136891,0
LOC111133690,NA
LOC111132255,NA
LOC111134124,NA
LOC111136781,NA
LOC111133527,NA
LOC111132256,NA
LOC111135828,NA
LOC111135829,NA
LOC111137971,NA
LOC111133973,0
LOC111132257,NA
LOC111132258,NA
LOC111099112,0
LOC111099103,0
LOC111099114,0
Trnal-cag,NA
Trnal-cag_1,NA
Trnan-guu_13,NA
Trnal-cag_2,NA
LOC111132260,NA
LOC111132261,NA
LOC111132262,NA
LOC111132263,NA
LOC111099113,NA
LOC111132265,-0.861246032355772
LOC111099105,NA
LOC111099101,0
LOC111099104,-0.21271203391334
Trnan-guu_14,NA
LOC111099107,NA
LOC111099106,NA
LOC111099108,NA
Trnal-cag_3,NA
LOC111099111,NA
LOC111099110,NA
LOC111132266,NA
LOC111135279,0
LOC111135280,NA
Trnav-aac_8,NA
Trnav-uac_3,NA
LOC111135281,0
LOC111135283,0
LOC111135962,0
LOC111132267,0
LOC111137931,NA
LOC111135054,NA
LOC111132268,-1.52541013993626
LOC111135190,0
Trnat-cgu_2,NA
Trnat-ugu_1,NA
LOC111132055,0
LOC111137935,NA
LOC111137999,NA
LOC111133929,NA
LOC111133444,NA
LOC111133523,NA
LOC111138392,NA
LOC111132270,NA
LOC111132271,NA
LOC111099154,NA
LOC111138356,NA
LOC111134425,0
LOC111138480,NA
LOC111138479,0
LOC111134895,NA
LOC111134894,0
LOC111134896,NA
LOC111133346,NA
LOC111134946,NA
LOC111134945,0
LOC111134948,NA
LOC111134947,NA
LOC111132272,NA
LOC111138190,NA
LOC111137645,NA
LOC111137644,NA
LOC111137643,NA
LOC111137654,NA
LOC111137653,NA
LOC111138269,0
LOC111138268,0
LOC111135755,NA
LOC111138225,NA
LOC111137820,NA
LOC111137819,-1.49734183436297
LOC111135002,0
LOC111135841,0
LOC111135843,NA
LOC111136906,NA
LOC111136899,NA
LOC111132144,NA
LOC111137057,NA
LOC111132273,NA
LOC111137052,NA
LOC111136861,NA
LOC111135960,0
LOC111135961,NA
LOC111135465,NA
LOC111135463,NA
LOC111138039,NA
LOC111099156,0
LOC111132653,0
LOC111134114,NA
LOC111133590,NA
LOC111132274,NA
LOC111133602,NA
LOC111133571,NA
LOC111133573,NA
LOC111133587,NA
LOC111133588,NA
LOC111133621,NA
LOC111133619,0
LOC111133610,0
LOC111133569,NA
LOC111133626,NA
LOC111133612,NA
LOC111133574,0
LOC111133623,0
LOC111133624,NA
LOC111133593,NA
LOC111133606,NA
LOC111133609,0
LOC111133597,NA
LOC111133615,NA
LOC111133581,NA
LOC111133584,NA
LOC111133579,NA
LOC111133586,NA
LOC111133576,NA
LOC111133603,NA
LOC111133604,0
LOC111133596,0
LOC111133595,0
LOC111133599,NA
LOC111133591,NA
LOC111132275,NA
LOC111133601,0
LOC111133570,NA
LOC111133572,NA
LOC111133585,NA
LOC111133589,NA
LOC111133614,NA
LOC111133580,NA
LOC111133620,NA
LOC111133600,0
LOC111133617,NA
LOC111133568,NA
LOC111133625,NA
LOC111133613,NA
LOC111133575,0
LOC111133622,NA
LOC111133611,NA
LOC111133594,NA
LOC111133605,NA
LOC111133607,-0.392132423324821
LOC111133598,NA
LOC111133616,NA
LOC111133582,NA
LOC111133583,NA
LOC111133578,NA
LOC111137337,NA
LOC111138165,NA
LOC111099034,NA
LOC111099035,0
LOC111136672,0
LOC111133163,-3.74501637129489
LOC111138413,NA
LOC111138414,NA
LOC111135192,0
LOC111135193,0
LOC111135194,NA
LOC111099068,NA
LOC111132276,-0.236900120653332
LOC111132277,NA
LOC111135143,NA
LOC111135144,-0.153609284256069
LOC111135142,NA
LOC111135141,NA
LOC111137989,0
LOC111135422,NA
LOC111135423,NA
LOC111135425,NA
LOC111135424,0
LOC111133628,NA
LOC111134691,0
LOC111134692,-2.20453895258648
LOC111137870,NA
LOC111132278,NA
LOC111138061,NA
LOC111132187,NA
LOC111132048,NA
LOC111138085,NA
LOC111137815,NA
LOC111133038,NA
LOC111137580,NA
LOC111137746,NA
LOC111135386,NA
LOC111135385,NA
LOC111135383,NA
LOC111135384,NA
LOC111137463,NA
LOC111137460,NA
LOC111137451,NA
LOC111138230,NA
LOC111133245,NA
LOC111099218,0
LOC111132279,NA
LOC111135674,NA
LOC111135673,NA
LOC111135671,NA
LOC111135672,0
LOC111135685,0
LOC111135686,NA
LOC111134719,-3.0940838050874
LOC111134720,NA
LOC111134658,0
LOC111133124,0
LOC111133123,NA
LOC111133125,NA
LOC111133127,NA
LOC111133126,0
LOC111133414,NA
LOC111135313,0
LOC111135312,0
LOC111133871,NA
LOC111135126,-0.903505780113166
LOC111136094,NA
LOC111136093,NA
LOC111136040,0
LOC111132936,NA
LOC111135443,-0.426762147734474
LOC111135444,-0.35104899945447
LOC111132026,NA
LOC111135111,-0.331672587741677
LOC111135112,NA
LOC111133640,NA
LOC111137581,NA
LOC111135538,0
LOC111135539,NA
LOC111135540,NA
LOC111135968,0
LOC111132280,NA
LOC111137064,NA
LOC111137099,NA
LOC111133536,0
LOC111099061,NA
LOC111132072,NA
LOC111132281,NA
LOC111099173,NA
LOC111136518,NA
LOC111132282,NA
LOC111132426,NA
LOC111132425,NA
LOC111134302,NA
LOC111132283,0
LOC111132284,0
LOC111138354,NA
LOC111137416,NA
LOC111137972,0
LOC111135396,NA
LOC111135846,NA
LOC111135182,NA
LOC111135653,0
LOC111137942,NA
LOC111132285,NA
LOC111132992,NA
LOC111133501,NA
LOC111137742,NA
LOC111137671,NA
LOC111137672,NA
LOC111134831,-0.0707415120398015
LOC111134830,0
LOC111138200,0
LOC111135945,0
LOC111136039,NA
LOC111136531,NA
LOC111134198,NA
LOC111138477,NA
LOC111132286,NA
LOC111134256,0
LOC111134252,NA
LOC111134253,0
LOC111134255,NA
LOC111133833,NA
LOC111133813,NA
LOC111138052,NA
Trnae-cuc_4,NA
LOC111132198,NA
LOC111137016,NA
LOC111137958,0
LOC111137959,NA
LOC111133639,NA
LOC111134882,0
LOC111132287,NA
LOC111134883,NA
LOC111132288,NA
LOC111133507,NA
LOC111136579,NA
Trnaa-agc_13,NA
LOC111132910,NA
LOC111132911,0
LOC111132912,NA
LOC111133371,NA
LOC111133340,NA
LOC111134635,0
LOC111134634,-0.861246032355772
LOC111137280,0
LOC111137472,0
LOC111136503,0
LOC111136504,NA
LOC111133471,-1.541104916181
LOC111134645,NA
LOC111132291,-0.553194929488392
LOC111134643,NA
LOC111134644,NA
LOC111136150,NA
LOC111136016,NA
LOC111136015,-0.11725493512623
LOC111135852,NA
LOC111136943,0
LOC111133250,-1.01383853895437
LOC111135038,NA
LOC111135037,0
LOC111132292,0
LOC111136252,NA
LOC111136253,0
LOC111133657,0
LOC111138016,NA
LOC111137922,NA
LOC111137163,0
LOC111138174,NA
LOC111137239,0
LOC111136832,NA
LOC111137976,NA
LOC111136635,NA
LOC111133701,-2.26959924217855
LOC111099163,NA
LOC111133237,NA
LOC111137803,NA
LOC111136216,NA
LOC111136217,NA
LOC111132293,NA
LOC111134320,NA
LOC111132294,NA
LOC111134321,0
LOC111138246,NA
LOC111135789,0
LOC111135790,NA
LOC111135791,NA
LOC111134503,0
LOC111134502,0
LOC111136294,NA
LOC111136293,NA
LOC111138410,NA
LOC111138208,NA
LOC111133654,0
LOC111133655,NA
LOC111136844,NA
LOC111136843,NA
LOC111136842,NA
LOC111136913,NA
LOC111135230,0
LOC111133472,0
LOC111133474,-0.260860129499299
LOC111137207,NA
LOC111135554,0
LOC111135556,NA
LOC111133028,NA
LOC111134876,NA
LOC111134878,NA
LOC111134874,NA
LOC111134875,NA
LOC111134877,NA
LOC111136604,NA
LOC111136402,NA
LOC111136792,NA
LOC111137240,NA
LOC111134441,0
LOC111132809,0
LOC111133870,NA
LOC111138490,NA
LOC111138491,NA
LOC111138492,NA
LOC111138493,0
LOC111138497,NA
LOC111138496,NA
LOC111138495,NA
LOC111137170,NA
LOC111138183,NA
LOC111133465,0
LOC111133738,NA
LOC111138103,NA
LOC111133744,0
LOC111137038,NA
LOC111136211,0
LOC111137810,NA
LOC111136485,NA
Trnaq-cug_2,NA
LOC111138301,0
LOC111137913,NA
LOC111137065,NA
LOC111137066,NA
LOC111137651,NA
LOC111137419,NA
LOC111133679,0
LOC111137898,0
LOC111132947,0
LOC111099140,0
