gene_id,logP
LOC111103333,NA
LOC111103331,NA
LOC111103332,NA
LOC111103335,NA
LOC111103334,NA
LOC111103330,0
LOC111104430,NA
LOC111102871,0
LOC111104673,NA
LOC111104672,NA
LOC111104671,NA
LOC111103325,-1.58216076016858
LOC111103326,0
LOC111104080,-1.8608797027313
LOC111105429,0
LOC111104786,0
LOC111104765,0
LOC111105029,0
LOC111103874,NA
LOC111105623,NA
LOC111105637,NA
LOC111105314,NA
LOC111105312,0
LOC111105030,0
LOC111105031,0
Trnaa-agc_15,NA
LOC111103141,NA
LOC111103086,NA
LOC111104018,0
LOC111103914,0
LOC111103579,0
LOC111103225,0
LOC111103226,NA
LOC111103926,0
LOC111103927,0
LOC111102779,0
LOC111102780,NA
LOC111102781,NA
LOC111103445,0
LOC111103444,-0.437713973164394
LOC111102385,0
LOC111104059,0
LOC111104514,0
LOC111105032,NA
LOC111104516,NA
LOC111104517,NA
LOC111104515,NA
LOC111103824,-0.0915243903925374
LOC111103513,0
LOC111103560,0
LOC111103566,NA
LOC111103565,NA
LOC111105033,NA
LOC111103563,NA
LOC111103564,0
LOC111103561,NA
LOC111104813,NA
LOC111103803,0
LOC111103802,NA
LOC111102560,NA
LOC111102559,NA
LOC111105034,NA
LOC111105036,NA
LOC111105037,NA
LOC111102347,NA
LOC111102348,NA
LOC111104471,NA
LOC111105603,NA
LOC111105627,NA
LOC111105038,NA
LOC111104833,NA
LOC111104521,NA
LOC111102446,NA
LOC111104440,NA
LOC111105396,NA
LOC111105308,NA
LOC111102935,NA
LOC111103512,0
LOC111105039,NA
LOC111102694,NA
LOC111103440,NA
LOC111105040,0
LOC111105041,NA
LOC111102771,NA
LOC111103283,NA
LOC111102474,0
LOC111105531,NA
LOC111102525,-2.59225219017084
LOC111104075,NA
LOC111105476,NA
LOC111103212,NA
LOC111105260,NA
LOC111105259,NA
LOC111102533,NA
LOC111104155,NA
LOC111104601,NA
LOC111102515,NA
LOC111104831,0
LOC111105042,NA
LOC111102442,NA
LOC111103186,NA
LOC111105317,NA
LOC111102617,NA
LOC111103795,0
LOC111103798,NA
LOC111103796,NA
LOC111102818,NA
LOC111103912,0
LOC111105440,NA
LOC111103453,0
LOC111104451,NA
LOC111103837,NA
LOC111103842,NA
LOC111103838,NA
LOC111103847,0
LOC111103849,NA
LOC111103840,NA
LOC111103844,NA
LOC111103854,NA
LOC111103843,NA
LOC111103852,NA
LOC111103851,NA
LOC111103845,NA
LOC111103841,NA
LOC111103853,NA
LOC111103848,NA
LOC111103850,NA
LOC111102884,NA
LOC111102622,NA
LOC111105364,NA
LOC111105493,NA
LOC111103129,NA
LOC111103856,0
LOC111103857,NA
LOC111103723,NA
LOC111103722,0
LOC111103726,NA
LOC111103725,NA
LOC111105043,NA
LOC111103727,NA
LOC111105044,NA
LOC111103724,NA
LOC111105518,NA
LOC111105520,0
LOC111102502,0
LOC111105373,0
LOC111102895,NA
LOC111104313,NA
LOC111104222,0
LOC111103817,0
LOC111104755,NA
LOC111102597,NA
LOC111102598,NA
LOC111103078,NA
LOC111103079,NA
LOC111103782,NA
LOC111103783,0
LOC111104332,NA
LOC111102516,NA
LOC111103135,NA
LOC111105571,NA
LOC111104348,NA
LOC111104012,NA
LOC111102619,NA
LOC111102859,NA
LOC111102470,NA
LOC111104729,0
LOC111104728,NA
LOC111105045,NA
LOC111102432,0
LOC111104283,NA
LOC111105046,NA
LOC111104417,NA
LOC111104418,NA
LOC111102869,NA
LOC111104744,NA
LOC111103547,NA
LOC111103545,NA
LOC111105047,NA
LOC111103543,NA
LOC111103546,NA
LOC111103551,NA
LOC111103553,NA
LOC111103554,NA
LOC111103540,NA
LOC111103544,NA
LOC111103550,NA
LOC111105048,NA
LOC111103541,0
LOC111103549,NA
LOC111103548,0
LOC111105376,0
LOC111104792,-5.27211941404751
LOC111104705,NA
LOC111104707,NA
LOC111104706,NA
LOC111103223,0
LOC111104811,0
LOC111104278,NA
LOC111104376,NA
LOC111103963,0
LOC111103962,0
LOC111104817,0
LOC111103630,NA
LOC111103629,-2.48008519663337
LOC111104632,NA
LOC111104841,0
LOC111104688,-1.07125339869113
LOC111104689,0
LOC111104104,-0.535503145553391
LOC111104369,NA
LOC111102607,0
LOC111104020,-0.26922525558091
LOC111104575,0
LOC111104604,NA
LOC111102716,NA
LOC111102423,NA
LOC111104399,NA
LOC111103046,NA
LOC111104665,NA
LOC111104426,NA
LOC111104136,NA
LOC111104137,NA
LOC111105262,NA
LOC111105261,0
LOC111102647,NA
LOC111104334,0
LOC111102850,NA
LOC111103880,0
LOC111103881,NA
LOC111103879,NA
LOC111105380,0
LOC111104409,NA
LOC111104156,NA
LOC111105049,NA
LOC111105050,NA
LOC111103054,NA
LOC111103217,NA
LOC111105513,NA
LOC111105510,0
LOC111105511,0
LOC111105509,NA
LOC111102645,0
LOC111105051,NA
LOC111105338,NA
LOC111105326,0
LOC111105357,NA
LOC111105330,NA
LOC111105340,NA
LOC111105325,NA
LOC111105356,NA
LOC111105345,NA
LOC111105351,NA
LOC111105348,NA
LOC111105350,NA
LOC111105353,NA
LOC111105360,NA
LOC111105336,NA
LOC111105342,NA
LOC111105359,NA
LOC111105335,NA
LOC111105339,0
LOC111105319,NA
LOC111105320,NA
LOC111105321,NA
LOC111105347,NA
LOC111105328,NA
LOC111105332,NA
LOC111105324,NA
LOC111105331,NA
LOC111105053,NA
LOC111105361,NA
LOC111105341,NA
LOC111105337,NA
LOC111105327,NA
LOC111105344,NA
LOC111105054,NA
LOC111105358,NA
LOC111105323,NA
LOC111105346,NA
LOC111105355,NA
LOC111105349,NA
LOC111105352,NA
LOC111105333,NA
LOC111104768,NA
LOC111104394,NA
LOC111102755,NA
LOC111102846,NA
LOC111102814,0
LOC111103886,0
LOC111103887,NA
Trnad-guc_12,NA
LOC111104586,NA
LOC111104032,NA
LOC111105056,NA
LOC111103363,-1.39568201156032
LOC111103359,NA
LOC111103360,NA
LOC111103362,NA
LOC111103361,NA
LOC111102920,NA
LOC111105057,NA
LOC111104240,NA
LOC111104237,NA
LOC111104238,NA
LOC111104239,NA
LOC111104787,NA
LOC111104614,NA
LOC111105058,NA
LOC111104742,NA
LOC111105059,NA
LOC111102844,NA
LOC111102464,NA
LOC111102466,NA
LOC111104007,0
LOC111103309,0
LOC111103313,NA
LOC111103312,0
LOC111103311,0
LOC111105060,NA
LOC111103310,0
LOC111102678,0
LOC111103987,NA
LOC111104258,NA
LOC111104718,0
LOC111104086,NA
LOC111103053,0
LOC111104358,0
LOC111102675,0
LOC111104094,0
LOC111102885,NA
LOC111104483,-0.0524778871416848
LOC111105573,NA
LOC111104176,NA
LOC111104175,0
LOC111102549,NA
LOC111104486,NA
LOC111102633,NA
LOC111104392,NA
LOC111102416,NA
LOC111104569,NA
LOC111102587,NA
LOC111104169,0
LOC111103993,0
LOC111102498,0
LOC111104256,NA
LOC111102669,0
LOC111105434,0
LOC111105433,0
LOC111105306,0
LOC111105061,0
LOC111102360,NA
LOC111105062,NA
LOC111103353,NA
LOC111103352,NA
LOC111103351,0
LOC111103354,NA
LOC111103355,NA
LOC111105546,0
LOC111104603,0
LOC111102641,0
LOC111104159,0
LOC111104308,NA
LOC111102524,-0.700659189707726
LOC111105063,NA
LOC111103611,NA
LOC111104017,0
LOC111105491,NA
LOC111104460,NA
LOC111103122,NA
LOC111102542,NA
LOC111104764,NA
LOC111104390,NA
LOC111104649,NA
LOC111103944,NA
LOC111105379,0
LOC111104244,0
LOC111105064,NA
LOC111102361,0
LOC111104730,NA
LOC111102411,NA
LOC111102410,NA
LOC111102612,0
LOC111104146,0
LOC111103476,NA
LOC111103475,NA
LOC111103469,NA
LOC111103468,NA
LOC111103471,NA
LOC111103477,NA
LOC111105065,NA
LOC111103467,NA
LOC111105067,NA
LOC111105068,NA
LOC111105069,NA
LOC111103478,NA
LOC111103473,NA
LOC111103470,NA
LOC111103472,NA
LOC111104274,NA
LOC111102754,NA
LOC111104566,NA
LOC111104565,NA
LOC111104567,0
LOC111104581,NA
LOC111104583,NA
LOC111104580,NA
LOC111104582,NA
LOC111105431,0
LOC111103433,NA
LOC111102697,NA
LOC111102547,0
LOC111102546,NA
LOC111104019,NA
LOC111104371,NA
LOC111105584,NA
LOC111103044,NA
LOC111104026,NA
LOC111104024,NA
LOC111104025,NA
LOC111105070,NA
LOC111103648,NA
LOC111103646,-0.109725794658121
LOC111103836,0
LOC111104342,NA
LOC111104396,NA
LOC111104362,0
LOC111104763,NA
LOC111105071,-3.83275655057606
LOC111104719,NA
LOC111104720,NA
LOC111102349,NA
LOC111102373,-0.140855342454504
LOC111104315,0
LOC111103994,0
LOC111103465,0
LOC111103138,NA
LOC111104467,NA
LOC111105072,NA
LOC111103368,NA
LOC111105073,NA
LOC111104795,NA
LOC111102797,NA
LOC111102392,NA
LOC111102870,NA
LOC111105074,NA
LOC111102687,0
LOC111102686,0
LOC111104367,0
LOC111103279,0
LOC111103744,NA
LOC111103745,NA
LOC111105075,NA
LOC111105076,NA
LOC111105633,0
LOC111105634,NA
LOC111104866,0
LOC111104125,NA
Trnae-uuc_4,NA
LOC111105629,NA
LOC111104656,NA
LOC111105077,NA
LOC111103045,NA
LOC111103373,0
LOC111103372,0
LOC111103374,-0.922429082219323
LOC111104158,NA
Trnae-cuc_6,NA
LOC111105303,NA
LOC111103884,0
LOC111104802,NA
LOC111103778,0
LOC111103989,0
LOC111105529,0
LOC111105527,0
LOC111105526,0
LOC111104629,0
LOC111103449,0
LOC111103448,0
LOC111103450,-1.26562826512851
LOC111102436,0
LOC111103892,NA
LOC111103891,0
LOC111103893,-0.447689925814214
LOC111104670,NA
LOC111103614,0
LOC111103305,0
LOC111103307,NA
Trnar-ucu_8,NA
LOC111104148,0
LOC111104147,NA
Trnan-guu_15,NA
LOC111104284,0
LOC111104288,NA
LOC111104285,NA
LOC111104287,NA
LOC111104286,NA
LOC111103618,0
LOC111103620,0
LOC111103619,NA
LOC111102659,NA
LOC111103821,NA
LOC111103823,NA
LOC111104164,NA
LOC111104165,-0.148065630255594
LOC111105078,NA
LOC111104167,0
LOC111104166,NA
LOC111104133,-0.415301198434985
LOC111105253,NA
LOC111105492,NA
LOC111104277,NA
LOC111105609,NA
LOC111105079,NA
LOC111105525,0
LOC111104652,NA
LOC111104650,0
LOC111105096,-0.587550377338448
LOC111105080,NA
LOC111105081,NA
LOC111104275,NA
LOC111103873,0
LOC111104144,NA
LOC111103812,NA
LOC111103813,-3.05708813661847
LOC111104500,0
LOC111104395,-0.293872455891732
LOC111104752,NA
LOC111104754,NA
LOC111104753,NA
LOC111103489,0
LOC111105082,0
LOC111104702,0
LOC111102892,NA
LOC111102890,-0.0233996558986911
LOC111102893,NA
LOC111105083,NA
LOC111102889,0
LOC111105085,0
LOC111102891,-0.846710625248512
LOC111104865,NA
LOC111104864,-0.604526002590381
LOC111104330,-1.59750494745369
LOC111103700,0
LOC111103357,0
LOC111105087,NA
LOC111105579,0
LOC111104525,NA
LOC111105252,NA
LOC111105088,NA
LOC111102591,NA
LOC111102719,NA
LOC111103207,NA
LOC111102576,0
LOC111102575,0
LOC111104354,0
LOC111103479,0
LOC111103943,0
LOC111105089,NA
LOC111105090,NA
LOC111102601,0
LOC111102913,NA
LOC111105091,0
LOC111104105,NA
Trnae-uuc_5,NA
LOC111102482,0
LOC111104465,NA
LOC111103118,NA
LOC111103120,NA
LOC111103285,0
LOC111103284,0
LOC111103286,-1.30087456005877
LOC111104095,NA
Trnae-cuc_7,NA
LOC111105255,NA
LOC111103957,NA
LOC111104821,NA
LOC111103827,0
LOC111103922,0
LOC111105092,NA
LOC111102727,NA
LOC111102873,NA
LOC111104341,NA
LOC111104340,0
LOC111102949,NA
LOC111105406,NA
LOC111105393,NA
LOC111104555,0
LOC111105093,NA
LOC111105095,NA
LOC111103511,0
LOC111103509,-0.199960484029963
LOC111103510,NA
LOC111102365,0
LOC111102367,NA
LOC111105544,NA
LOC111105097,NA
LOC111105098,NA
LOC111104844,NA
LOC111102966,NA
LOC111105218,NA
LOC111104568,NA
LOC111105577,NA
LOC111104842,NA
LOC111103221,0
LOC111102341,0
LOC111103664,0
LOC111103663,NA
LOC111103662,NA
LOC111105560,NA
LOC111102985,NA
LOC111105099,NA
LOC111105100,NA
LOC111105101,NA
LOC111102981,NA
LOC111102978,NA
LOC111102984,NA
LOC111102983,NA
LOC111105102,0
LOC111102979,0
LOC111105104,NA
LOC111105105,NA
LOC111102982,NA
LOC111103888,0
LOC111103889,NA
LOC111104114,0
LOC111105286,NA
LOC111105106,NA
LOC111104449,NA
LOC111104447,NA
LOC111104448,NA
LOC111105107,NA
LOC111105108,NA
LOC111104849,NA
LOC111105618,NA
LOC111105506,NA
LOC111105505,NA
LOC111105504,NA
LOC111104116,0
LOC111105109,NA
LOC111105110,NA
LOC111104709,NA
LOC111105111,NA
LOC111104251,NA
LOC111105438,NA
LOC111103820,0
LOC111103819,0
LOC111105477,NA
LOC111104126,NA
LOC111105460,NA
LOC111102938,NA
LOC111103785,NA
LOC111103786,0
LOC111104593,NA
LOC111104701,NA
LOC111102457,NA
LOC111103057,NA
LOC111102914,NA
LOC111104375,NA
LOC111104680,NA
LOC111104472,NA
LOC111103062,NA
LOC111105307,NA
LOC111104623,NA
LOC111105113,NA
LOC111105374,0
LOC111104747,NA
LOC111103076,NA
LOC111103074,NA
LOC111103075,NA
LOC111103077,NA
LOC111104246,NA
LOC111102940,NA
LOC111103585,NA
LOC111103584,0
LOC111103586,NA
LOC111102638,NA
LOC111104814,0
LOC111103388,NA
LOC111103387,0
LOC111103356,0
LOC111104642,0
LOC111104644,NA
LOC111102976,NA
LOC111102975,NA
LOC111105280,0
LOC111102673,NA
LOC111104847,NA
LOC111103210,NA
LOC111105114,NA
LOC111105115,NA
LOC111102603,NA
LOC111105116,0
LOC111103809,0
LOC111102340,0
LOC111102532,-0.255425743375274
LOC111104596,0
LOC111103430,0
LOC111104254,NA
Trnag-gcc_17,NA
LOC111104535,0
LOC111104536,0
LOC111104493,NA
LOC111104494,0
LOC111103167,NA
LOC111103170,0
LOC111103168,NA
LOC111103165,NA
LOC111103169,NA
LOC111103166,NA
LOC111102375,NA
LOC111104553,NA
LOC111105117,NA
LOC111104554,NA
LOC111104796,NA
LOC111103244,0
LOC111103676,0
LOC111103090,0
LOC111103091,-0.331672587741677
LOC111104785,0
LOC111104784,0
LOC111104783,-0.589307706981933
LOC111103289,0
LOC111104353,0
LOC111104663,0
LOC111104378,NA
LOC111104379,NA
LOC111104854,NA
LOC111105315,NA
LOC111102813,NA
LOC111104098,NA
LOC111103818,0
LOC111103060,0
LOC111103366,-0.226535666831868
LOC111103924,NA
LOC111103925,NA
Trnag-gcc_18,NA
LOC111103923,NA
LOC111104499,NA
LOC111104653,NA
LOC111102555,-1.11441738574602
LOC111104077,0
LOC111104076,NA
LOC111103107,NA
LOC111103110,-1.36776782294867
LOC111103109,NA
LOC111103106,NA
LOC111105118,NA
LOC111105119,NA
LOC111105120,NA
LOC111103105,NA
LOC111103111,NA
LOC111103137,NA
LOC111104621,NA
LOC111102917,NA
LOC111102344,NA
LOC111104646,NA
LOC111104645,NA
LOC111105121,NA
LOC111103222,NA
LOC111102720,NA
LOC111104790,NA
LOC111103287,0
LOC111103605,0
LOC111102970,0
LOC111102972,NA
LOC111104778,NA
LOC111104779,0
LOC111103314,0
LOC111104292,0
LOC111104775,0
LOC111105276,NA
LOC111102358,NA
LOC111102718,NA
LOC111103012,NA
LOC111105123,NA
LOC111104054,NA
LOC111104713,0
LOC111104594,NA
LOC111102426,0
LOC111104008,0
LOC111102643,NA
LOC111102842,NA
LOC111102816,NA
LOC111105124,NA
LOC111105125,NA
LOC111102786,0
LOC111104851,NA
LOC111105126,NA
LOC111105127,NA
LOC111104324,0
LOC111105128,NA
LOC111104660,0
LOC111105489,0
LOC111102522,NA
LOC111102794,0
LOC111102795,NA
LOC111102796,NA
LOC111104820,NA
LOC111104432,0
LOC111104433,NA
LOC111104431,NA
LOC111102499,NA
LOC111103056,NA
LOC111102447,NA
LOC111104543,NA
LOC111104320,NA
LOC111102947,NA
LOC111104767,0
LOC111103039,0
LOC111103455,0
LOC111103860,0
LOC111103864,NA
LOC111103863,NA
LOC111103861,NA
LOC111104826,0
LOC111105129,NA
LOC111104825,0
LOC111104823,0
LOC111104829,NA
LOC111104828,NA
LOC111104827,NA
LOC111103181,NA
LOC111105130,NA
LOC111103180,NA
LOC111105131,NA
LOC111102677,NA
LOC111105402,0
LOC111105401,NA
Trnak-uuu_30,NA
LOC111104756,NA
LOC111103865,NA
LOC111103958,0
LOC111105590,0
Trnar-acg_9,NA
LOC111103322,0
LOC111105498,NA
LOC111105497,0
LOC111105132,NA
LOC111105475,NA
LOC111105134,0
LOC111105135,NA
LOC111105136,NA
LOC111105137,NA
LOC111105138,NA
LOC111102770,0
LOC111104858,NA
Trnal-uag_1,NA
LOC111105318,NA
LOC111102988,NA
LOC111102414,0
LOC111105139,0
LOC111103267,NA
LOC111102618,NA
LOC111105568,NA
LOC111105263,0
LOC111105264,NA
LOC111105140,NA
LOC111102480,NA
LOC111102454,NA
LOC111102671,NA
LOC111105248,0
LOC111105247,0
LOC111105250,0
LOC111105251,NA
LOC111104074,NA
LOC111104260,NA
LOC111104261,NA
LOC111103082,NA
LOC111104318,NA
LOC111104317,NA
LOC111104316,NA
LOC111105486,NA
LOC111105141,NA
LOC111102449,NA
LOC111105142,NA
LOC111102450,NA
LOC111102909,NA
LOC111102425,NA
LOC111104799,NA
LOC111104771,NA
LOC111104359,0
LOC111105474,NA
LOC111104268,0
LOC111102806,NA
LOC111104669,0
LOC111104691,0
LOC111104693,NA
LOC111104692,NA
LOC111104122,NA
LOC111102431,NA
LOC111105539,NA
LOC111102594,NA
LOC111104154,NA
LOC111102430,NA
LOC111103131,NA
LOC111104848,NA
LOC111104698,NA
LOC111105143,NA
LOC111104696,NA
LOC111105145,NA
LOC111104695,NA
LOC111105146,NA
LOC111105244,NA
LOC111104666,0
LOC111102679,NA
LOC111103557,-0.22397280690607
LOC111102509,NA
LOC111104850,0
LOC111103061,0
LOC111102986,NA
LOC111105147,NA
LOC111102417,NA
LOC111104437,0
LOC111102577,NA
LOC111102579,NA
LOC111105494,NA
LOC111105148,NA
LOC111102959,NA
LOC111103436,0
LOC111103437,NA
LOC111103439,NA
LOC111103438,NA
LOC111104872,NA
LOC111103480,-0.11725493512623
LOC111102548,NA
LOC111105149,NA
Trnag-gcc_19,NA
LOC111104309,NA
LOC111104579,NA
LOC111104751,NA
LOC111102821,NA
LOC111103315,0
LOC111103297,0
LOC111103299,NA
LOC111104410,NA
Trnad-guc_13,NA
LOC111105150,NA
LOC111105233,NA
LOC111104760,NA
LOC111104092,NA
LOC111103556,NA
LOC111105151,NA
LOC111105566,0
LOC111105532,NA
LOC111103800,NA
LOC111103799,0
LOC111102881,NA
LOC111105152,NA
LOC111102412,NA
LOC111102953,NA
LOC111103490,NA
LOC111104142,0
LOC111102808,0
LOC111104759,NA
LOC111105153,NA
Trnad-guc_14,NA
LOC111104326,NA
LOC111103482,0
LOC111103304,-0.917153444919609
LOC111104616,NA
LOC111104552,NA
LOC111104400,NA
Trnag-gcc_20,NA
LOC111105230,0
LOC111102422,NA
LOC111103393,0
LOC111104801,NA
LOC111105154,NA
LOC111104040,NA
LOC111104039,NA
LOC111104038,0
LOC111102954,0
LOC111104279,NA
LOC111104282,NA
LOC111105157,NA
LOC111104280,NA
LOC111102600,NA
LOC111104276,0
LOC111104856,NA
LOC111103905,NA
LOC111103906,NA
LOC111103904,0
LOC111105158,0
Trnav-uac_4,NA
LOC111103816,0
LOC111105399,NA
LOC111102792,NA
LOC111103094,NA
LOC111104420,NA
LOC111104788,0
LOC111105159,0
LOC111103081,NA
LOC111104257,0
LOC111103227,NA
LOC111103228,NA
LOC111103233,NA
LOC111103232,NA
LOC111103229,NA
LOC111103231,NA
LOC111103243,NA
LOC111103871,0
LOC111103870,NA
LOC111105369,NA
LOC111103938,NA
LOC111103936,NA
LOC111103939,NA
LOC111102745,NA
LOC111104250,NA
LOC111104798,0
LOC111105214,NA
LOC111103788,0
LOC111103787,0
LOC111103789,NA
LOC111103377,0
LOC111103502,NA
LOC111103903,NA
LOC111103902,NA
LOC111103343,0
LOC111105160,NA
LOC111103342,NA
LOC111104134,0
LOC111104135,0
LOC111103990,0
LOC111103375,0
LOC111102860,NA
LOC111102763,NA
LOC111102539,NA
LOC111103815,NA
LOC111105161,NA
LOC111105420,NA
LOC111104636,NA
LOC111103265,NA
LOC111103263,0
LOC111103264,NA
LOC111103262,0
LOC111105551,0
LOC111103916,NA
LOC111104789,-0.86279307515557
LOC111104299,NA
LOC111104298,NA
LOC111105162,NA
LOC111104296,NA
LOC111104305,NA
LOC111104297,NA
LOC111104300,NA
LOC111104303,NA
LOC111104301,0
LOC111104304,NA
LOC111104306,NA
LOC111105594,NA
LOC111105163,NA
LOC111103954,NA
LOC111104220,NA
LOC111105164,NA
LOC111103890,NA
LOC111104128,0
LOC111102632,NA
LOC111105166,NA
LOC111102845,NA
LOC111103123,0
LOC111103981,0
LOC111103982,0
LOC111102852,NA
LOC111104107,NA
LOC111104041,NA
LOC111104016,NA
LOC111104013,NA
LOC111104015,NA
LOC111104014,NA
LOC111102574,NA
LOC111104415,0
LOC111104082,0
LOC111104083,0
LOC111102400,NA
LOC111102399,NA
LOC111104021,0
LOC111102787,NA
LOC111102623,0
LOC111103625,-11.1632045241632
LOC111103624,NA
LOC111104570,NA
LOC111105311,NA
LOC111105430,NA
LOC111103173,NA
LOC111105167,NA
LOC111102419,NA
LOC111103220,-0.956672052034477
LOC111103794,0
LOC111102390,0
LOC111102910,NA
LOC111103050,NA
LOC111103049,NA
LOC111103132,0
LOC111104436,NA
LOC111104307,NA
LOC111102394,NA
LOC111102459,NA
LOC111104416,0
LOC111102858,0
LOC111102506,NA
LOC111105417,NA
LOC111102973,NA
LOC111105564,0
LOC111103964,0
LOC111105168,0
LOC111104639,NA
LOC111104638,NA
LOC111104641,NA
LOC111104640,NA
LOC111105559,NA
LOC111104343,NA
LOC111102374,NA
LOC111105169,NA
LOC111102616,NA
LOC111103370,0
LOC111104139,0
LOC111104140,NA
LOC111103593,NA
LOC111105365,0
LOC111105366,0
LOC111105367,NA
LOC111103885,NA
LOC111105220,NA
LOC111105229,NA
LOC111105170,NA
LOC111105226,NA
LOC111105228,NA
LOC111105171,NA
LOC111105227,NA
LOC111105225,NA
LOC111105221,NA
LOC111105224,NA
LOC111105222,0
LOC111103941,NA
LOC111103942,NA
LOC111105490,0
LOC111105173,0
LOC111105174,0
LOC111103918,0
LOC111103917,0
LOC111103919,0
LOC111105175,0
LOC111103069,NA
LOC111102977,0
LOC111104091,0
LOC111102376,NA
LOC111105501,NA
LOC111104393,NA
LOC111105606,NA
LOC111105607,NA
LOC111102691,NA
LOC111105176,NA
LOC111105177,NA
LOC111102606,NA
LOC111104046,-0.736837605243156
LOC111105178,NA
LOC111105179,NA
LOC111104047,NA
LOC111105180,NA
LOC111105181,0
LOC111103967,NA
LOC111102440,NA
LOC111105182,NA
LOC111103461,NA
LOC111103462,NA
LOC111103458,0
LOC111103460,NA
LOC111105184,NA
LOC111103464,NA
LOC111103457,NA
LOC111102993,NA
LOC111105185,NA
LOC111105186,NA
LOC111104840,0
LOC111105187,NA
LOC111105188,NA
LOC111105189,NA
LOC111105190,0
LOC111104677,NA
LOC111105191,NA
LOC111103161,0
LOC111103162,NA
LOC111104391,NA
LOC111102383,NA
LOC111105638,NA
LOC111102722,NA
LOC111103980,NA
LOC111105192,0
LOC111104005,NA
LOC111103996,0
LOC111103998,NA
LOC111104004,NA
LOC111104001,NA
LOC111103999,NA
LOC111104006,NA
LOC111105194,NA
LOC111103995,0
LOC111104003,NA
LOC111104000,0
LOC111104002,NA
LOC111104370,NA
LOC111104023,0
LOC111104048,NA
LOC111104538,NA
LOC111102620,NA
LOC111102621,NA
LOC111104606,0
LOC111105195,NA
LOC111102965,NA
LOC111102847,NA
LOC111104249,NA
LOC111104263,NA
LOC111102941,NA
LOC111105231,NA
LOC111102479,NA
LOC111104347,NA
LOC111104053,NA
LOC111104052,NA
LOC111103968,0
LOC111105636,0
LOC111104610,NA
LOC111102391,NA
LOC111105292,NA
LOC111104734,NA
LOC111104491,NA
LOC111104488,0
LOC111105196,NA
LOC111104490,0
LOC111104487,0
LOC111102760,NA
LOC111102761,NA
LOC111102758,NA
LOC111105197,0
LOC111102759,NA
LOC111104429,NA
LOC111104407,0
LOC111103965,NA
LOC111105437,0
LOC111103014,0
LOC111105198,0
LOC111105199,0
LOC111103015,NA
LOC111105200,NA
LOC111103017,0
LOC111103022,NA
LOC111105201,NA
LOC111103021,0
LOC111103019,-9.02232871558579
LOC111103020,0
LOC111103024,-0.256516567563849
LOC111103018,0
LOC111104088,NA
LOC111103668,0
LOC111103667,-0.529772128173481
LOC111104127,0
LOC111102413,0
LOC111103915,0
LOC111103349,0
LOC111103347,-2.07203977711431
LOC111103350,NA
LOC111102735,-0.109725794658121
LOC111102736,NA
LOC111102737,NA
LOC111102742,NA
LOC111102733,NA
LOC111102741,NA
LOC111102734,NA
LOC111102739,NA
LOC111102740,NA
LOC111103117,NA
LOC111103115,-1.98690724551606
LOC111102995,NA
LOC111102996,NA
LOC111105203,NA
LOC111102912,NA
LOC111104592,NA
LOC111104503,0
LOC111102931,0
LOC111102934,0
LOC111102932,NA
LOC111102774,NA
LOC111103866,0
LOC111103568,0
LOC111103567,0
LOC111102829,NA
LOC111102827,NA
Trnae-cuc_8,NA
Trnae-cuc_9,NA
Trnae-cuc_10,NA
LOC111102835,-0.23593091332139
LOC111105204,0
LOC111102834,0
Trnae-cuc_11,NA
LOC111102830,NA
Trnae-cuc_12,NA
LOC111102828,NA
Trnae-cuc_13,NA
LOC111102832,NA
Trnae-cuc_14,NA
LOC111102831,NA
LOC111105205,NA
LOC111105206,NA
LOC111105207,NA
LOC111105208,NA
LOC111105209,NA
LOC111105210,NA
LOC111105212,0
LOC111105213,NA
LOC111103969,-2.07203977711431
LOC111105591,-0.0134597982243263
LOC111105565,NA
LOC111104661,NA
LOC111102353,0
LOC111102554,NA
LOC111102955,NA
LOC111104749,NA
LOC111107418,-0.0662713258199137
LOC111109927,NA
LOC111108588,NA
LOC111108587,NA
LOC111106494,NA
LOC111106157,NA
LOC111107419,0
LOC111108463,0
LOC111108464,NA
LOC111108462,0
LOC111107420,NA
LOC111108461,NA
LOC111107421,NA
LOC111108375,NA
LOC111108373,NA
LOC111108374,NA
LOC111108372,NA
LOC111107433,NA
LOC111106745,NA
LOC111106700,NA
LOC111106851,NA
LOC111105884,0
LOC111106747,NA
LOC111107434,NA
LOC111107436,NA
LOC111109810,NA
LOC111105855,0
LOC111105856,NA
LOC111109723,NA
LOC111110493,NA
LOC111105756,NA
LOC111105867,NA
LOC111106126,NA
LOC111108742,NA
LOC111110494,0
LOC111109651,-0.903849281381996
LOC111109755,-0.0325024192365851
LOC111109564,0
LOC111108407,NA
LOC111108363,NA
LOC111108715,NA
LOC111110226,0
LOC111106520,NA
LOC111108164,NA
LOC111108163,0
LOC111109730,0
LOC111105722,NA
LOC111107439,NA
LOC111108143,0
LOC111110352,0
LOC111109749,NA
LOC111109741,NA
LOC111107441,NA
LOC111110563,NA
LOC111107442,NA
LOC111106869,NA
LOC111106870,NA
LOC111106196,NA
LOC111107056,NA
LOC111106836,NA
LOC111109594,NA
LOC111110043,NA
LOC111109683,NA
LOC111106310,NA
LOC111105833,NA
LOC111108496,NA
LOC111108497,NA
LOC111107445,0
LOC111109461,0
LOC111107446,NA
LOC111108855,0
LOC111109591,0
LOC111106969,NA
LOC111107447,NA
LOC111107448,NA
